hospital_id,03020101-Col1,03020101-Col2,03020101-Col3,03020101-Col4,03020101-Col5,03020101-Col6,03020101-Col7,03020101-Col8,03020101-Col9,03020101-Col10,03020101-Col11,03020101-Col12,03020101-Col13,03020101-Col14,03020101-Col15,03020101-Col16,03020101-Col17,03020101-Col18,03020101-Col19,03020101-Col20,03020101-Col21,03020101-Col22,03020201-Col1,03020201-Col2,03020201-Col3,03020201-Col4,03020201-Col20,03020201-Col21,03020201-Col22,03020301-Col1,03020301-Col2,03020301-Col3,03020301-Col4,03020301-Col5,03020301-Col6,03020301-Col7,03020301-Col8,03020301-Col9,03020301-Col10,03020301-Col11,03020301-Col12,03020301-Col13,03020301-Col14,03020301-Col15,03020301-Col16,03020301-Col17,03020301-Col18,03020301-Col19,03020301-Col20,03020301-Col21,03020301-Col22,03020402-Col1,03020402-Col2,03020402-Col3,03020402-Col4,03020402-Col5,03020402-Col6,03020402-Col7,03020402-Col8,03020402-Col9,03020402-Col10,03020402-Col11,03020402-Col12,03020402-Col13,03020402-Col14,03020402-Col15,03020402-Col16,03020402-Col17,03020402-Col18,03020402-Col19,03020402-Col20,03020402-Col21,03020402-Col22,03020403-Col1,03020403-Col10,03020403-Col11,03020403-Col12,03020403-Col13,03020403-Col14,03020403-Col15,03020403-Col16,03020403-Col17,03020403-Col18,03020403-Col19,03020403-Col20,03020403-Col21,03020403-Col22,03020401-Col1,03020401-Col2,03020401-Col3,03020401-Col4,03020401-Col5,03020401-Col6,03020401-Col7,03020401-Col8,03020401-Col9,03020401-Col10,03020401-Col11,03020401-Col12,03020401-Col13,03020401-Col14,03020401-Col15,03020401-Col16,03020401-Col17,03020401-Col18,03020401-Col19,03020401-Col20,03020401-Col21,03020401-Col22,03040210-Col1,03040210-Col5,03040210-Col6,03040210-Col7,03040210-Col8,03040210-Col9,03040210-Col10,03040210-Col11,03040210-Col12,03040210-Col13,03040210-Col14,03040210-Col15,03040210-Col21,03040210-Col22,03040220-Col1,03040220-Col2,03040220-Col3,03040220-Col4,03040220-Col5,03040220-Col6,03040220-Col7,03040220-Col8,03040220-Col9,03040220-Col10,03040220-Col11,03040220-Col12,03040220-Col13,03040220-Col14,03040220-Col15,03040220-Col16,03040220-Col17,03040220-Col18,03040220-Col19,03040220-Col21,03040220-Col22,04040100-Col1,04040100-Col7,04040100-Col8,04040100-Col9,04040100-Col10,04040100-Col11,04040100-Col12,04040100-Col13,04040100-Col21,04040100-Col22,04025010-Col1,04025010-Col2,04025010-Col3,04025010-Col4,04025010-Col5,04025010-Col6,04025010-Col7,04025010-Col8,04025010-Col9,04025010-Col10,04025010-Col11,04025010-Col12,04025010-Col13,04025010-Col14,04025010-Col15,04025010-Col16,04025010-Col17,04025010-Col18,04025010-Col19,04025010-Col20,04025010-Col21,04025010-Col22,04025020-Col1,04025020-Col2,04025020-Col3,04025020-Col4,04025020-Col5,04025020-Col6,04025020-Col7,04025020-Col8,04025020-Col9,04025020-Col10,04025020-Col11,04025020-Col12,04025020-Col13,04025020-Col14,04025020-Col15,04025020-Col16,04025020-Col17,04025020-Col18,04025020-Col19,04025020-Col20,04025020-Col21,04025020-Col22,03020501-Col1,03020501-Col2,03020501-Col3,03020501-Col4,03020501-Col5,03020501-Col6,03020501-Col7,03020501-Col8,03020501-Col9,03020501-Col10,03020501-Col11,03020501-Col12,03020501-Col13,03020501-Col14,03020501-Col15,03020501-Col16,03020501-Col17,03020501-Col18,03020501-Col19,03020501-Col20,03020501-Col21,03020501-Col22,03020702-Col1,03020702-Col2,03020702-Col3,03020702-Col4,03020702-Col5,03020702-Col6,03020702-Col7,03020702-Col8,03020702-Col9,03020702-Col10,03020702-Col11,03020702-Col12,03020702-Col13,03020702-Col14,03020702-Col15,03020702-Col16,03020702-Col17,03020702-Col18,03020702-Col19,03020702-Col20,03020702-Col21,03020702-Col22,04025030-Col1,04025030-Col2,04025030-Col3,04025030-Col4,04025030-Col5,04025030-Col6,04025030-Col7,04025030-Col8,04025030-Col9,04025030-Col10,04025030-Col11,04025030-Col12,04025030-Col13,04025030-Col14,04025030-Col15,04025030-Col16,04025030-Col17,04025030-Col18,04025030-Col19,04025030-Col21,04025030-Col22,04025040-Col1,04025040-Col2,04025040-Col3,04025040-Col4,04025040-Col5,04025040-Col6,04025040-Col7,04025040-Col8,04025040-Col9,04025040-Col10,04025040-Col11,04025040-Col12,04025040-Col13,04025040-Col14,04025040-Col15,04025040-Col16,04025040-Col17,04025040-Col18,04025040-Col19,04025040-Col20,04025040-Col21,04025040-Col22,04040200-Col1,04040200-Col7,04040200-Col8,04040200-Col9,04040200-Col10,04040200-Col11,04040200-Col12,04040200-Col13,04040200-Col14,04040200-Col15,04040200-Col20,04040200-Col21,04040200-Col22,04025050-Col1,04025050-Col2,04025050-Col3,04025050-Col4,04025050-Col5,04025050-Col6,04025050-Col7,04025050-Col8,04025050-Col9,04025050-Col10,04025050-Col11,04025050-Col12,04025050-Col13,04025050-Col14,04025050-Col15,04025050-Col16,04025050-Col17,04025050-Col18,04025050-Col19,04025050-Col20,04025050-Col21,04025050-Col22,03020604-Col1,03020604-Col2,03020604-Col3,03020604-Col4,03020604-Col5,03020604-Col6,03020604-Col7,03020604-Col8,03020604-Col9,03020604-Col10,03020604-Col11,03020604-Col12,03020604-Col13,03020604-Col14,03020604-Col15,03020604-Col16,03020604-Col17,03020604-Col18,03020604-Col19,03020604-Col20,03020604-Col21,03020604-Col22,03020908-Col1,03020908-Col2,03020908-Col3,03020908-Col4,03020908-Col5,03020908-Col6,03020908-Col7,03020908-Col8,03020908-Col9,03020908-Col10,03020908-Col11,03020908-Col12,03020908-Col13,03020908-Col14,03020908-Col15,03020908-Col16,03020908-Col17,03020908-Col18,03020908-Col19,03020908-Col20,03020908-Col21,03020908-Col22,03030250-Col1,03030250-Col2,03030250-Col3,03030250-Col4,03030250-Col5,03030250-Col6,03030250-Col7,03030250-Col8,03030250-Col9,03030250-Col10,03030250-Col11,03030250-Col12,03030250-Col13,03030250-Col14,03030250-Col15,03030250-Col16,03030250-Col17,03030250-Col18,03030250-Col19,03030250-Col20,03030250-Col21,03030250-Col22,03030260-Col1,03030260-Col2,03030260-Col3,03030260-Col4,03030260-Col5,03030260-Col6,03030260-Col7,03030260-Col8,03030260-Col9,03030260-Col10,03030260-Col11,03030260-Col12,03030260-Col13,03030260-Col14,03030260-Col15,03030260-Col16,03030260-Col17,03030260-Col18,03030260-Col19,03030260-Col20,03030260-Col21,03030260-Col22,03030270-Col1,03030270-Col2,03030270-Col3,03030270-Col4,03030270-Col5,03030270-Col6,03030270-Col7,03030270-Col8,03030270-Col9,03030270-Col10,03030270-Col11,03030270-Col12,03030270-Col13,03030270-Col14,03030270-Col15,03030270-Col16,03030270-Col17,03030270-Col18,03030270-Col19,03030270-Col20,03030270-Col21,03030270-Col22,03030280-Col1,03030280-Col2,03030280-Col3,03030280-Col4,03030280-Col5,03030280-Col6,03030280-Col7,03030280-Col8,03030280-Col9,03030280-Col10,03030280-Col11,03030280-Col12,03030280-Col13,03030280-Col14,03030280-Col15,03030280-Col16,03030280-Col17,03030280-Col18,03030280-Col19,03030280-Col20,03030280-Col21,03030280-Col22,03040240-Col1,03040240-Col2,03040240-Col3,03040240-Col4,03040240-Col5,03040240-Col6,03040240-Col7,03040240-Col8,03040240-Col9,03040240-Col10,03040240-Col11,03040240-Col12,03040240-Col13,03040240-Col14,03040240-Col15,03040240-Col16,03040240-Col17,03040240-Col18,03040240-Col19,03040240-Col20,03040240-Col21,03040240-Col22,04025060-Col1,04025060-Col2,04025060-Col3,04025060-Col4,04025060-Col5,04025060-Col6,04025060-Col7,04025060-Col8,04025060-Col9,04025060-Col10,04025060-Col11,04025060-Col12,04025060-Col13,04025060-Col14,04025060-Col15,04025060-Col16,04025060-Col17,04025060-Col18,04025060-Col19,04025060-Col20,04025060-Col21,04025060-Col22,03020806-Col1,03020806-Col2,03020806-Col3,03020806-Col4,03020806-Col5,03020806-Col6,03020806-Col7,03020806-Col8,03020806-Col9,03020806-Col10,03020806-Col11,03020806-Col12,03020806-Col13,03020806-Col14,03020806-Col15,03020806-Col16,03020806-Col17,03020806-Col18,03020806-Col19,03020806-Col20,03020806-Col21,03020806-Col22,01080003-Col1,01080003-Col2,01080003-Col3,01080003-Col4,01080003-Col5,01080003-Col6,01080003-Col7,01080003-Col8,01080003-Col9,01080004-Col1,01080004-Col2,01080004-Col3,01080004-Col4,01080004-Col5,01080004-Col6,01080004-Col7,01080004-Col8,01080004-Col9,04021101-Col1,04021101-Col2,04021101-Col3,04021101-Col4,04021101-Col5,04021101-Col6,04021101-Col7,04021101-Col8,04021101-Col9,04021101-Col10,04021101-Col11,04021101-Col12,04021101-Col13,04021101-Col14,04021101-Col15,04021101-Col16,04021101-Col17,04021101-Col18,04021101-Col19,04021101-Col20,04021101-Col21,04021101-Col22,04021103-Col1,04021103-Col2,04021103-Col3,04021103-Col4,04021103-Col5,04021103-Col6,04021103-Col7,04021103-Col8,04021103-Col9,04021103-Col10,04021103-Col11,04021103-Col12,04021103-Col13,04021103-Col14,04021103-Col15,04021103-Col16,04021103-Col17,04021103-Col18,04021103-Col19,04021103-Col20,04021103-Col21,04021103-Col22,04021102-Col1,04021102-Col2,04021102-Col3,04021102-Col4,04021102-Col5,04021102-Col6,04021102-Col7,04021102-Col8,04021102-Col9,04021102-Col10,04021102-Col11,04021102-Col12,04021102-Col13,04021102-Col14,04021102-Col15,04021102-Col16,04021102-Col17,04021102-Col18,04021102-Col19,04021102-Col20,04021102-Col21,04021102-Col22,04021104-Col1,04021104-Col2,04021104-Col3,04021104-Col4,04021104-Col5,04021104-Col6,04021104-Col7,04021104-Col8,04021104-Col9,04021104-Col10,04021104-Col11,04021104-Col12,04021104-Col13,04021104-Col14,04021104-Col15,04021104-Col16,04021104-Col17,04021104-Col18,04021104-Col19,04021104-Col20,04021104-Col21,04021104-Col22,04040300-Col1,04040300-Col2,04040300-Col3,04040300-Col4,04040300-Col5,04040300-Col6,02021707-Col1,02021707-Col2,02021707-Col3,02021707-Col4,02021707-Col5,02021707-Col6,03030290-Col1,04040400-Col1,04025070-Col1,04025070-Col2,04025070-Col3
116107,204,53,70,45,12,1,1,2,1,1,3,4,5,2,0,3,1,0,0,92,112,204,255,73,120,62,130,125,255,51,4,10,4,7,0,0,0,0,0,2,2,3,0,1,2,4,5,7,27,24,51,43,,,7,8,2,0,0,4,1,2,0,4,2,0,5,7,1,0,15,28,43,17,0,0,2,1,1,1,6,2,2,2,5,12,17,206,9,32,16,12,7,8,6,7,7,8,4,15,18,14,14,11,9,9,77,129,206,37,,5,7,6,5,3,2,4,2,1,2,37,37,555,0,0,0,9,42,66,55,73,76,60,65,32,39,17,17,2,0,2,555,555,,,,,,,,,,,98,,,,,18,14,43,3,1,6,5,6,,,1,1,,,20,78,98,,,,,,,,,,,,,,,,,,,,,,,10496,400,911,733,686,515,355,376,449,522,634,795,904,897,722,578,423,307,289,4204,6292,10496,388,26,0,0,0,1,0,3,3,6,4,10,14,10,13,16,110,81,91,159,229,388,756,0,0,2,8,80,134,92,91,89,63,60,46,25,23,23,20,0,0,756,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,0,0,0,3,36,61,40,36,43,33,28,27,18,6,9,10,1,0,0,351,351,1738,284,732,192,54,60,86,82,69,50,31,25,26,18,12,7,5,2,3,708,1030,1738,423,2,25,12,13,76,89,71,71,21,21,12,2,3,1,3,1,0,0,60,363,423,,,,,,,,,,,,,,,,,,,,,,,68,11,1,,11,15,8,17,2,1,2,,,,,,,,,2,66,68,,,,,,,,,,,,,,,,,,,,,,,229,,,,,14,10,9,9,12,16,30,51,46,31,1,,,,55,174,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,2,3,2,12,30,100,56,,,,,,,,,,,105,100,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,2,,1,,,,,,,,
116108,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,74,0,9,17,18,17,7,6,0,0,0,0,74,74,95,,,,1,14,6,6,6,18,8,17,9,3,4,2,1,0,0,95,95,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,85,0,0,0,0,1,13,7,9,7,17,18,9,1,0,0,3,0,0,55,30,85,3769,21,45,67,22,40,177,194,174,167,125,164,227,298,356,363,433,415,481,1671,2098,3769,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,,0,,
116109,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,877,0,0,1,0,8,9,11,7,10,17,27,35,67,70,145,88,129,253,413,464,872,10,,,,,,2,,,,,,4,,3,,,1,,7,3,10,65,,,1,,10,9,4,8,6,7,6,4,6,,2,2,,,65,65,23,,,,,2,7,5,2,1,,2,3,,1,,,,,,23,23,7,,1,1,3,,1,1,,,,7,7,32,,,2,2,11,3,4,3,2,2,,2,,,1,,,,,32,32,157,1,3,5,13,13,12,10,19,7,14,5,7,11,8,7,8,8,6,64,93,157,472,0,13,1,18,26,26,33,49,67,75,58,51,23,15,5,3,7,2,147,325,472,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2304,35,25,74,57,56,43,138,173,134,127,181,185,232,136,173,136,183,216,813,1491,2303,0,,,,,,,,,8,,4,1,2,,1,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,0,,
116110,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,,,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,10147,80,86,96,111,275,302,407,381,416,569,739,796,958,812,974,1047,927,1171,4400,5747,10147,0,,,,,,,,,,,,,,,,,,,,,,343,,,,2,10,12,50,43,49,38,46,29,25,18,16,4,,1,343,343,154,,,,,14,24,32,19,31,28,3,3,,,,,,,,154,154,0,,,,,,,,,,,,,1652,,,,15,143,277,325,293,189,120,43,54,45,36,30,39,26,17,132,1520,1652,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,19,2,8,1,8,,,,,643,52,44,47,61,46,42,48,47,38,43,33,31,27,25,20,20,12,7,273,370,512,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
116111,46,29,7,,1,3,1,,,,,,,2,,2,1,,,21,25,46,157,90,48,19,79,78,157,186,27,16,3,3,3,3,2,3,3,2,6,7,6,13,20,18,13,38,77,109,186,9,,,2,2,1,1,,,,,1,,,1,,,1,,2,7,9,35,1,1,2,4,2,2,2,3,9,9,11,24,35,7,5,2,,,,,,,,,,,,,,,,,2,5,7,213,7,47,40,59,33,17,9,,1,,,213,213,23,,,,,5,1,3,2,7,2,1,1,,,1,,,,23,23,,,,,,,,,,,24,2,,,,2,2,1,2,1,10,,,2,,1,,,1,10,14,24,,,,,,,,,,,,,,,,,,,,,,,4499,306,316,327,312,116,95,88,112,122,156,164,260,251,344,326,289,372,543,2039,2460,4499,956,,,,,1,,2,10,12,34,43,40,44,170,101,94,173,232,494,462,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,179,32,,5,57,71,56,43,18,10,1,,,,,,,,119,353,472,,,,,,,,,,,,,,,,,,,,,,,251,100,76,31,18,6,2,,,,1,4,,2,4,2,1,3,1,136,115,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5045,102,89,98,167,267,248,312,377,366,461,436,619,433,419,277,174,87,113,1848,3197,5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,,1705,,,,,,,,,,,,,,
116112,399,45,103,68,32,20,11,9,10,9,15,6,12,11,17,11,11,6,3,174,225,399,206,72,106,28,96,110,206,61,5,5,3,,,1,1,1,3,,1,9,2,5,7,4,7,7,23,38,61,34,,,3,3,3,1,,,,4,1,5,1,6,1,2,4,,10,24,34,22,,,,,,1,1,5,5,10,10,12,22,340,21,59,36,18,15,7,13,7,6,14,14,17,15,10,18,21,21,28,134,206,340,29,,1,8,8,10,1,1,,,,,29,29,10,,,,,,3,1,1,2,2,,1,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5119,94,240,216,237,317,249,243,266,228,321,434,427,347,358,295,298,251,298,2092,3027,4915,458,52,116,10,0,9,11,14,11,11,25,34,20,25,30,31,22,15,22,212,246,458,732,,,,6,33,61,91,86,77,85,95,83,48,32,18,12,3,2,732,731,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,12,,,,,,3,6,1,,1,,,1,,,,,,,12,12,1463,269,598,177,36,93,47,34,50,29,18,29,25,11,11,6,17,7,6,617,846,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,7,3,5,8,6,6,17,26,25,17,,,,,24,96,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,52,16,11,10,26,27,30,30,31,44,40,43,35,34,20,17,6,7,176,303,478,,,,,,,,,,3,2,,1,,,,,,634,12,56,51,53,66,38,24,39,28,41,49,52,32,30,19,17,10,17,219,415,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,,1280,,24,,68,,63,,2,,93,,,,
117101,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
117102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117103,55,11,21,12,8,2,,,,,,1,,,,,,,,23,32,55,48,19,17,12,19,29,48,3,3,,,,,,,,,,,,,,,,,,,3,3,4,,,,,,1,,,,,,,1,1,1,,,,,4,4,5,,,1,,,,,1,,3,1,4,5,13,3,,2,1,1,1,,,1,1,,,,,1,,1,1,2,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11923,579,926,572,417,450,510,386,382,452,611,831,1011,924,803,932,872,570,695,4417,7506,11923,26,,1,,,,,,,,2,6,2,4,2,5,1,1,2,9,17,26,1675,2,,,12,100,112,110,128,159,190,216,227,148,136,82,33,11,9,1675,1675,25,,,,,3,3,3,6,7,3,,,,,,,,,,25,25,,,,,,,,,,,,,,104,1,,,,14,18,28,25,11,4,,1,,,2,,,,,104,104,2695,517,921,574,169,187,86,80,92,20,15,4,6,4,3,10,3,4,,1039,1656,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,29,41,56,59,145,126,74,122,73,160,161,161,132,157,84,145,146,103,757,1217,1974,,,,,,,,,,,,,,,,,,,963,28,25,57,29,31,45,37,28,38,59,60,96,81,82,93,73,49,52,343,620,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418,6,1913,24,100,,,,,,,,157,,,,
117104,1413,90,312,204,133,97,82,65,57,34,60,60,57,40,32,35,25,13,17,562,851,1413,178,41,102,35,94,84,178,270,14,34,19,6,6,6,3,3,5,12,8,15,17,12,21,27,24,38,118,152,270,99,,,25,11,5,4,0,2,5,5,5,6,4,6,2,7,5,7,41,58,99,38,0,0,0,1,3,6,5,6,10,7,18,20,38,1133,40,162,158,101,79,35,29,37,31,59,52,56,45,46,40,47,43,73,457,676,1133,10,0,0,5,3,0,2,0,0,0,,,10,10,30,,1,0,1,4,2,1,5,3,3,2,4,3,1,,,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13335,131,391,479,616,802,631,501,565,637,945,1129,1128,986,1020,960,865,677,872,5128,8207,13335,154,4,6,5,0,1,4,1,3,6,5,2,1,12,9,26,33,20,16,55,99,154,784,1,3,7,8,66,57,62,83,75,102,86,82,66,49,22,6,6,3,784,784,18,0,0,0,0,2,5,0,3,4,2,0,0,1,0,0,0,1,0,2,16,18,,,,,,,,,,,,,,94,93,,,,,,,1,,,,,,,,,,,45,49,94,1688,381,632,132,49,83,87,72,72,58,27,25,14,22,9,5,9,6,5,682,1006,1688,203,0,1,16,11,23,13,6,9,11,12,17,15,16,8,8,10,15,12,80,123,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,37,64,40,28,48,65,55,76,75,88,125,177,115,111,66,72,34,84,535,825,1360,,,,,,,,,,4,,1,,3,,,,,579,12,39,48,33,39,31,25,26,34,31,45,52,39,26,17,31,20,31,195,384,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,325,,,,,,,,,,,,,,
