hospital_id,03020101-Col1,03020101-Col2,03020101-Col3,03020101-Col4,03020101-Col5,03020101-Col6,03020101-Col7,03020101-Col8,03020101-Col9,03020101-Col10,03020101-Col11,03020101-Col12,03020101-Col13,03020101-Col14,03020101-Col15,03020101-Col16,03020101-Col17,03020101-Col18,03020101-Col19,03020101-Col20,03020101-Col21,03020101-Col22,03020201-Col1,03020201-Col2,03020201-Col3,03020201-Col4,03020201-Col20,03020201-Col21,03020201-Col22,03020301-Col1,03020301-Col2,03020301-Col3,03020301-Col4,03020301-Col5,03020301-Col6,03020301-Col7,03020301-Col8,03020301-Col9,03020301-Col10,03020301-Col11,03020301-Col12,03020301-Col13,03020301-Col14,03020301-Col15,03020301-Col16,03020301-Col17,03020301-Col18,03020301-Col19,03020301-Col20,03020301-Col21,03020301-Col22,03020402-Col1,03020402-Col2,03020402-Col3,03020402-Col4,03020402-Col5,03020402-Col6,03020402-Col7,03020402-Col8,03020402-Col9,03020402-Col10,03020402-Col11,03020402-Col12,03020402-Col13,03020402-Col14,03020402-Col15,03020402-Col16,03020402-Col17,03020402-Col18,03020402-Col19,03020402-Col20,03020402-Col21,03020402-Col22,03020403-Col1,03020403-Col10,03020403-Col11,03020403-Col12,03020403-Col13,03020403-Col14,03020403-Col15,03020403-Col16,03020403-Col17,03020403-Col18,03020403-Col19,03020403-Col20,03020403-Col21,03020403-Col22,03020401-Col1,03020401-Col2,03020401-Col3,03020401-Col4,03020401-Col5,03020401-Col6,03020401-Col7,03020401-Col8,03020401-Col9,03020401-Col10,03020401-Col11,03020401-Col12,03020401-Col13,03020401-Col14,03020401-Col15,03020401-Col16,03020401-Col17,03020401-Col18,03020401-Col19,03020401-Col20,03020401-Col21,03020401-Col22,03040210-Col1,03040210-Col5,03040210-Col6,03040210-Col7,03040210-Col8,03040210-Col9,03040210-Col10,03040210-Col11,03040210-Col12,03040210-Col13,03040210-Col14,03040210-Col15,03040210-Col21,03040210-Col22,03040220-Col1,03040220-Col2,03040220-Col3,03040220-Col4,03040220-Col5,03040220-Col6,03040220-Col7,03040220-Col8,03040220-Col9,03040220-Col10,03040220-Col11,03040220-Col12,03040220-Col13,03040220-Col14,03040220-Col15,03040220-Col16,03040220-Col17,03040220-Col18,03040220-Col19,03040220-Col21,03040220-Col22,04040100-Col1,04040100-Col7,04040100-Col8,04040100-Col9,04040100-Col10,04040100-Col11,04040100-Col12,04040100-Col13,04040100-Col21,04040100-Col22,04025010-Col1,04025010-Col2,04025010-Col3,04025010-Col4,04025010-Col5,04025010-Col6,04025010-Col7,04025010-Col8,04025010-Col9,04025010-Col10,04025010-Col11,04025010-Col12,04025010-Col13,04025010-Col14,04025010-Col15,04025010-Col16,04025010-Col17,04025010-Col18,04025010-Col19,04025010-Col20,04025010-Col21,04025010-Col22,04025020-Col1,04025020-Col2,04025020-Col3,04025020-Col4,04025020-Col5,04025020-Col6,04025020-Col7,04025020-Col8,04025020-Col9,04025020-Col10,04025020-Col11,04025020-Col12,04025020-Col13,04025020-Col14,04025020-Col15,04025020-Col16,04025020-Col17,04025020-Col18,04025020-Col19,04025020-Col20,04025020-Col21,04025020-Col22,03020501-Col1,03020501-Col2,03020501-Col3,03020501-Col4,03020501-Col5,03020501-Col6,03020501-Col7,03020501-Col8,03020501-Col9,03020501-Col10,03020501-Col11,03020501-Col12,03020501-Col13,03020501-Col14,03020501-Col15,03020501-Col16,03020501-Col17,03020501-Col18,03020501-Col19,03020501-Col20,03020501-Col21,03020501-Col22,03020702-Col1,03020702-Col2,03020702-Col3,03020702-Col4,03020702-Col5,03020702-Col6,03020702-Col7,03020702-Col8,03020702-Col9,03020702-Col10,03020702-Col11,03020702-Col12,03020702-Col13,03020702-Col14,03020702-Col15,03020702-Col16,03020702-Col17,03020702-Col18,03020702-Col19,03020702-Col20,03020702-Col21,03020702-Col22,04025030-Col1,04025030-Col2,04025030-Col3,04025030-Col4,04025030-Col5,04025030-Col6,04025030-Col7,04025030-Col8,04025030-Col9,04025030-Col10,04025030-Col11,04025030-Col12,04025030-Col13,04025030-Col14,04025030-Col15,04025030-Col16,04025030-Col17,04025030-Col18,04025030-Col19,04025030-Col21,04025030-Col22,04025040-Col1,04025040-Col2,04025040-Col3,04025040-Col4,04025040-Col5,04025040-Col6,04025040-Col7,04025040-Col8,04025040-Col9,04025040-Col10,04025040-Col11,04025040-Col12,04025040-Col13,04025040-Col14,04025040-Col15,04025040-Col16,04025040-Col17,04025040-Col18,04025040-Col19,04025040-Col20,04025040-Col21,04025040-Col22,04040200-Col1,04040200-Col7,04040200-Col8,04040200-Col9,04040200-Col10,04040200-Col11,04040200-Col12,04040200-Col13,04040200-Col14,04040200-Col15,04040200-Col20,04040200-Col21,04040200-Col22,04025050-Col1,04025050-Col2,04025050-Col3,04025050-Col4,04025050-Col5,04025050-Col6,04025050-Col7,04025050-Col8,04025050-Col9,04025050-Col10,04025050-Col11,04025050-Col12,04025050-Col13,04025050-Col14,04025050-Col15,04025050-Col16,04025050-Col17,04025050-Col18,04025050-Col19,04025050-Col20,04025050-Col21,04025050-Col22,03020604-Col1,03020604-Col2,03020604-Col3,03020604-Col4,03020604-Col5,03020604-Col6,03020604-Col7,03020604-Col8,03020604-Col9,03020604-Col10,03020604-Col11,03020604-Col12,03020604-Col13,03020604-Col14,03020604-Col15,03020604-Col16,03020604-Col17,03020604-Col18,03020604-Col19,03020604-Col20,03020604-Col21,03020604-Col22,03020908-Col1,03020908-Col2,03020908-Col3,03020908-Col4,03020908-Col5,03020908-Col6,03020908-Col7,03020908-Col8,03020908-Col9,03020908-Col10,03020908-Col11,03020908-Col12,03020908-Col13,03020908-Col14,03020908-Col15,03020908-Col16,03020908-Col17,03020908-Col18,03020908-Col19,03020908-Col20,03020908-Col21,03020908-Col22,03030250-Col1,03030250-Col2,03030250-Col3,03030250-Col4,03030250-Col5,03030250-Col6,03030250-Col7,03030250-Col8,03030250-Col9,03030250-Col10,03030250-Col11,03030250-Col12,03030250-Col13,03030250-Col14,03030250-Col15,03030250-Col16,03030250-Col17,03030250-Col18,03030250-Col19,03030250-Col20,03030250-Col21,03030250-Col22,03030260-Col1,03030260-Col2,03030260-Col3,03030260-Col4,03030260-Col5,03030260-Col6,03030260-Col7,03030260-Col8,03030260-Col9,03030260-Col10,03030260-Col11,03030260-Col12,03030260-Col13,03030260-Col14,03030260-Col15,03030260-Col16,03030260-Col17,03030260-Col18,03030260-Col19,03030260-Col20,03030260-Col21,03030260-Col22,03030270-Col1,03030270-Col2,03030270-Col3,03030270-Col4,03030270-Col5,03030270-Col6,03030270-Col7,03030270-Col8,03030270-Col9,03030270-Col10,03030270-Col11,03030270-Col12,03030270-Col13,03030270-Col14,03030270-Col15,03030270-Col16,03030270-Col17,03030270-Col18,03030270-Col19,03030270-Col20,03030270-Col21,03030270-Col22,03030280-Col1,03030280-Col2,03030280-Col3,03030280-Col4,03030280-Col5,03030280-Col6,03030280-Col7,03030280-Col8,03030280-Col9,03030280-Col10,03030280-Col11,03030280-Col12,03030280-Col13,03030280-Col14,03030280-Col15,03030280-Col16,03030280-Col17,03030280-Col18,03030280-Col19,03030280-Col20,03030280-Col21,03030280-Col22,03040240-Col1,03040240-Col2,03040240-Col3,03040240-Col4,03040240-Col5,03040240-Col6,03040240-Col7,03040240-Col8,03040240-Col9,03040240-Col10,03040240-Col11,03040240-Col12,03040240-Col13,03040240-Col14,03040240-Col15,03040240-Col16,03040240-Col17,03040240-Col18,03040240-Col19,03040240-Col20,03040240-Col21,03040240-Col22,04025060-Col1,04025060-Col2,04025060-Col3,04025060-Col4,04025060-Col5,04025060-Col6,04025060-Col7,04025060-Col8,04025060-Col9,04025060-Col10,04025060-Col11,04025060-Col12,04025060-Col13,04025060-Col14,04025060-Col15,04025060-Col16,04025060-Col17,04025060-Col18,04025060-Col19,04025060-Col20,04025060-Col21,04025060-Col22,03020806-Col1,03020806-Col2,03020806-Col3,03020806-Col4,03020806-Col5,03020806-Col6,03020806-Col7,03020806-Col8,03020806-Col9,03020806-Col10,03020806-Col11,03020806-Col12,03020806-Col13,03020806-Col14,03020806-Col15,03020806-Col16,03020806-Col17,03020806-Col18,03020806-Col19,03020806-Col20,03020806-Col21,03020806-Col22,01080003-Col1,01080003-Col2,01080003-Col3,01080003-Col4,01080003-Col5,01080003-Col6,01080003-Col7,01080003-Col8,01080003-Col9,01080004-Col1,01080004-Col2,01080004-Col3,01080004-Col4,01080004-Col5,01080004-Col6,01080004-Col7,01080004-Col8,01080004-Col9,04021101-Col1,04021101-Col2,04021101-Col3,04021101-Col4,04021101-Col5,04021101-Col6,04021101-Col7,04021101-Col8,04021101-Col9,04021101-Col10,04021101-Col11,04021101-Col12,04021101-Col13,04021101-Col14,04021101-Col15,04021101-Col16,04021101-Col17,04021101-Col18,04021101-Col19,04021101-Col20,04021101-Col21,04021101-Col22,04021103-Col1,04021103-Col2,04021103-Col3,04021103-Col4,04021103-Col5,04021103-Col6,04021103-Col7,04021103-Col8,04021103-Col9,04021103-Col10,04021103-Col11,04021103-Col12,04021103-Col13,04021103-Col14,04021103-Col15,04021103-Col16,04021103-Col17,04021103-Col18,04021103-Col19,04021103-Col20,04021103-Col21,04021103-Col22,04021102-Col1,04021102-Col2,04021102-Col3,04021102-Col4,04021102-Col5,04021102-Col6,04021102-Col7,04021102-Col8,04021102-Col9,04021102-Col10,04021102-Col11,04021102-Col12,04021102-Col13,04021102-Col14,04021102-Col15,04021102-Col16,04021102-Col17,04021102-Col18,04021102-Col19,04021102-Col20,04021102-Col21,04021102-Col22,04021104-Col1,04021104-Col2,04021104-Col3,04021104-Col4,04021104-Col5,04021104-Col6,04021104-Col7,04021104-Col8,04021104-Col9,04021104-Col10,04021104-Col11,04021104-Col12,04021104-Col13,04021104-Col14,04021104-Col15,04021104-Col16,04021104-Col17,04021104-Col18,04021104-Col19,04021104-Col20,04021104-Col21,04021104-Col22,04040300-Col1,04040300-Col2,04040300-Col3,04040300-Col4,04040300-Col5,04040300-Col6,02021707-Col1,02021707-Col2,02021707-Col3,02021707-Col4,02021707-Col5,02021707-Col6,03030290-Col1,04040400-Col1,04025070-Col1,04025070-Col2,04025070-Col3
117106,688,27,138,101,41,47,29,22,27,31,32,22,46,29,27,15,32,11,11,282,406,688,33,6,21,6,15,18,33,50,,3,3,1,,2,,4,,3,3,5,2,3,1,10,2,8,30,20,50,27,,,4,3,3,1,1,,1,1,1,1,2,2,2,3,1,1,14,13,27,34,,,3,,1,4,4,6,6,10,8,26,34,512,8,82,53,28,18,4,8,15,15,27,22,34,30,44,28,47,25,24,205,307,512,0,,,,,,,,,,,,,,56,,,,,1,1,5,3,6,6,7,10,2,3,3,2,4,3,56,56,0,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,1,0,,,,,,,,,,,,,,,,,,,,,,9736,88,252,303,321,527,330,370,396,469,696,805,979,803,917,683,698,455,644,3814,5922,9736,207,199,2,,,,,,,,1,2,1,1,,1,,,,108,99,207,294,,,,3,19,26,32,36,37,37,36,25,15,17,5,3,2,1,294,294,8,,,,,1,1,1,1,,,1,3,,,,,,,,8,8,0,,,,,,,,,,,,,552,,,,3,73,94,81,85,66,62,56,25,2,2,1,2,,,,552,552,1282,209,174,97,48,83,72,89,54,82,51,55,59,60,48,28,29,29,15,362,920,1282,24,,,,,4,5,6,4,3,,2,,,,,,,,1,23,24,36,,21,6,2,,,,1,,,,1,1,1,,1,,2,22,14,36,34,,,1,,2,1,1,3,,1,3,7,2,3,3,1,3,3,15,19,34,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,888,26,10,4,15,71,68,57,51,54,67,105,75,68,71,32,39,41,34,263,625,888,0,,,,,,,,,1,,,1,,,,,,1877,16,72,80,77,103,46,65,73,94,148,143,179,151,160,123,127,91,129,718,1159,1877,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,602,182,2562,709,10,,,,,,,,20,,0,,
117107,418,59,131,60,19,18,19,20,11,12,10,12,9,7,6,6,8,7,4,187,231,418,44,25,15,4,32,12,44,50,1,3,5,,,,2,,,3,3,1,5,2,3,4,3,15,15,35,50,18,,,3,,1,1,,1,1,2,1,1,,1,2,1,1,2,10,8,18,13,1,,,,,3,2,4,1,2,9,4,13,159,9,16,8,6,5,7,5,2,6,4,11,11,6,8,13,19,12,11,60,99,159,15,,1,2,4,5,3,,,,,,15,15,14,,,,,1,2,1,1,2,1,1,2,,2,,1,,,14,14,0,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,2,,2,0,,,,,,,,,,,,,,,,,,,,,,9676,232,467,428,348,478,389,326,399,493,546,869,808,594,650,798,719,476,656,3940,5736,9676,63,6,34,,,,1,2,1,4,4,,3,3,3,,2,,,37,26,63,399,,,2,6,38,51,28,49,57,42,49,30,19,12,7,7,1,1,399,399,3,,,,,,,1,1,1,,,,,,,,,,,3,3,0,,,,,,,,,,,,,59,3,,,4,10,6,14,15,4,1,1,1,,,,,,,,59,59,1536,189,529,116,52,78,71,105,70,73,61,67,55,31,16,10,5,4,4,584,952,1536,86,3,10,,,6,24,13,7,14,5,1,,3,,,,,,12,74,86,429,1,170,53,16,17,10,,1,8,5,5,,10,13,21,22,33,44,260,169,429,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1822,83,100,46,57,96,123,160,126,119,110,135,92,88,70,68,83,80,186,677,1145,1822,0,,,,,,,,,10,,2,,6,,1,1,,410,2,21,24,31,12,10,18,39,24,37,41,41,26,36,13,13,6,16,134,276,410,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,958,6,2770,15,34,,,,,,,,13,,0,,
117108,1021,70,322,140,63,52,29,38,29,30,26,39,36,33,25,27,27,20,15,453,568,1021,693,104,426,163,365,328,693,154,10,33,14,7,4,1,3,1,5,,2,2,5,16,10,10,11,20,61,93,154,97,,,17,7,4,2,3,,1,1,3,9,13,2,8,8,6,13,35,62,97,48,,,1,,5,8,3,3,11,17,27,21,48,510,,,9,42,26,15,14,14,16,19,25,45,21,47,52,38,62,65,180,330,510,137,,23,20,27,30,26,10,1,,,,137,137,24,,,1,,5,2,2,3,1,5,1,1,1,1,1,,,,24,24,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9062,96,297,272,293,395,353,315,404,393,466,594,772,826,775,844,702,578,687,3574,5488,9062,457,2,7,1,1,,1,9,4,10,12,20,25,31,44,28,56,64,142,191,266,457,862,1,,,8,47,66,71,93,103,104,116,91,71,41,31,13,4,2,862,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,236,674,129,111,172,186,210,208,165,70,71,38,35,16,10,13,11,7,661,1701,2362,224,,13,19,21,68,12,24,31,14,12,2,4,1,,1,2,,,48,176,224,327,4,230,88,1,4,,,,,,,,,,,,,,272,55,327,180,122,30,,,2,5,7,6,3,1,3,,,1,,,,,91,89,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786,69,48,67,43,120,77,67,61,82,141,148,185,193,176,117,64,64,64,587,1199,1786,,,,,,,,,,,,,,,,,,,391,4,18,17,11,21,15,16,20,17,23,27,39,40,34,29,19,17,24,150,241,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542,,3127,,123,22,39,,86,,2,,307,,,,
118100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6269,,,4,12,20,239,668,590,689,757,752,885,671,544,240,100,68,30,1327,4942,6262,78,,,,,,6,14,10,18,9,7,9,3,1,1,,,,5,73,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,3,13,8,11,7,7,6,10,7,1,,,,12,61,73,36,,,,,,,2,4,15,1,3,6,3,2,,,,,3,33,36,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,1,5,,7,1,15,4,21,22,,,,,21,55,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118105,1102,67,434,379,191,,1,4,2,3,5,4,1,2,2,3,3,,1,609,493,1102,562,94,381,87,317,245,562,234,7,68,59,29,1,,2,3,,2,,5,4,6,9,11,9,19,118,116,234,141,,2,32,14,8,3,7,4,8,1,5,13,3,12,12,7,3,7,47,94,141,91,1,2,6,8,11,14,12,6,16,15,50,41,91,1031,38,291,322,173,10,8,12,20,6,13,13,16,14,25,16,19,16,19,492,539,1031,140,3,15,53,37,21,8,3,,,,,140,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10620,135,813,827,709,320,251,262,314,353,515,706,899,869,932,827,780,552,556,4242,6378,10620,223,155,,,,,4,1,1,3,2,7,12,5,25,2,1,2,3,106,117,223,814,,4,7,8,49,98,89,85,97,110,103,76,48,28,2,7,3,,814,814,161,,,1,,33,42,21,7,12,20,11,5,3,3,1,2,,,28,133,161,1,,,,1,,,,,,,1,1,224,,,,6,21,29,26,22,23,19,30,22,9,10,5,1,1,,,224,224,4513,532,1653,284,235,248,447,359,274,159,89,49,63,38,32,25,16,7,3,1555,2958,4513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,,7,3,5,4,5,5,1,6,8,17,16,16,17,47,43,26,36,105,157,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049,56,41,48,28,74,132,87,62,101,104,158,214,135,174,167,147,107,214,751,1298,2049,,,,,,,,,,12,,1,6,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681,119,3151,1456,680,116,,,,,,,621,,,,
118106,9,1,2,5,1,,,,,,,,,,,,,,,3,6,9,12,2,8,2,5,7,12,4,,,,,,,,,,,,,,1,,,1,2,1,3,4,10,,,1,1,1,1,,,,,1,,3,1,1,,,,6,4,10,7,,,2,,,,1,1,1,2,3,4,7,46,6,7,5,1,2,2,2,,1,1,1,1,2,2,4,2,2,5,23,23,46,18,,3,2,9,2,2,,,,,,18,18,80,,,,,5,9,7,12,16,9,8,2,5,7,,,,,80,80,,,,,,,,,,,23,,,,,7,4,3,3,4,1,,1,,,,,,,13,10,23,1,,,,,,,,1,,,,,,,,,,,,1,1,10698,83,356,695,736,543,386,360,373,385,551,794,905,1043,946,821,670,478,573,4027,6671,10698,706,10,31,3,,35,47,50,54,59,94,112,84,83,25,9,2,4,4,222,484,706,1510,1,,,3,62,115,110,105,131,168,210,202,155,101,82,58,1,6,1510,1510,9,,,,,1,2,,2,1,1,1,1,,,,,,,3,6,9,,,,,,,,,,,,,,109,1,1,,,14,27,23,13,8,7,3,2,4,2,3,,1,,,109,109,3418,332,1071,314,123,213,168,206,188,162,132,147,133,97,76,28,10,7,11,1073,2345,3418,215,,2,1,,39,44,56,39,20,4,3,2,2,1,2,,,,7,208,215,1070,7,31,10,7,1,15,4,22,24,33,42,68,149,94,136,203,114,110,556,514,1070,11978,7,51,115,353,388,373,340,450,560,925,1263,1579,1488,1251,1061,1062,465,247,3898,8080,11978,,,,,,,,,,,,,,,,,,,,,,,1868,13,89,85,61,35,28,13,31,29,53,83,141,134,147,279,248,188,211,738,1130,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803,19,30,51,78,86,80,82,81,108,119,158,169,143,108,156,125,87,123,692,1111,1803,1,1,,,,,,,,8,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161,,889,,79,,,,,,,,1513,,,,
118107,1176,78,388,198,84,51,34,45,37,33,33,37,39,25,29,25,10,16,14,478,698,1176,82,19,42,21,31,51,82,94,6,17,4,2,,1,2,,1,3,1,7,2,5,9,5,7,22,41,53,93,42,,,6,2,1,2,1,,,4,3,1,4,8,5,4,1,,10,32,42,43,,,2,1,2,3,6,4,11,14,20,23,43,1392,84,416,198,103,73,36,26,45,38,48,37,50,46,58,38,35,28,33,565,827,1392,55,,2,12,18,13,7,3,,,,,55,55,77,,,,2,2,19,11,7,9,10,7,8,,,2,,,,77,77,6,2,,,,2,,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8932,127,407,333,322,547,468,442,457,461,645,741,877,639,564,554,449,381,518,3256,5676,8932,25,,,,,,,3,1,4,2,5,2,3,3,,,2,,11,14,25,1015,,,,7,77,74,116,118,114,94,142,115,103,38,17,,,,1015,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,1,,,,,,,,,,,4,4,1621,279,489,213,68,98,95,97,87,52,39,18,36,28,8,5,2,5,2,494,1127,1621,95,33,5,5,2,16,8,9,7,4,6,,,,,,,,,52,43,95,113,1,111,1,,,,,,,,,,,,,,,,83,30,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,4,12,6,6,24,14,14,12,10,25,21,16,15,15,20,20,30,50,102,212,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661,0,2231,0,270,0,,,,,,,37,,,,
118108,1489,114,414,226,85,66,38,45,39,44,63,67,65,51,32,51,43,23,23,629,860,1489,251,85,153,13,131,120,251,122,3,7,8,11,0,1,2,6,2,7,3,3,10,5,6,15,9,24,43,79,122,53,0,0,0,3,6,3,3,0,0,4,2,6,7,6,5,5,0,3,13,40,53,17,0,0,0,1,1,5,3,2,1,4,6,11,17,1259,116,392,205,54,30,16,21,19,24,37,32,32,53,31,56,48,39,54,522,737,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7636,112,377,290,392,415,336,242,310,287,453,660,701,618,471,559,547,409,457,2910,4726,7636,6,,,,,1,,,2,2,1,,,,,,,,,4,2,6,949,0,0,0,5,28,99,83,85,53,118,136,153,78,70,28,11,2,0,949,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,0,0,0,0,11,9,9,22,12,9,31,33,21,16,1,0,0,0,,174,174,597,140,157,62,52,38,30,26,26,12,13,6,9,9,1,5,4,4,3,199,398,596,133,0,4,24,16,26,7,9,1,7,7,10,2,5,5,2,3,1,4,60,73,133,,,,,,,,,,,,,,,,,,,,,,,2398,373,610,204,83,24,54,14,38,40,65,68,102,98,114,173,113,110,115,1021,1377,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,10,11,21,17,42,22,25,17,17,26,42,36,45,25,20,20,10,38,116,328,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861,,2383,,3,,,,,,,,432,,,,
119100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
