MODEL;S_MODEL;hospital_id;X21_value_normalized;X22_value_normalized;hospital_discharge_normalized;diagnostic_tests_normalized;surgical_interventions_normalized;medical_consultations_normalized;grd;te_input;te_output;te_directional
Geo_NIRS_2017;Geo;113130;13;0.17;0.13;0.11;0.07;0.1;0;0.556;1.798;0.285
Geo_NIRS_2017;Geo;113180;13;0.25;0.18;0.27;0.27;0.18;0;1;1;0
Geo_NIRS_2017;Geo;114101;13;0.93;0.84;0.89;0.64;0.73;0.17;1;1;0
Geo_NIRS_2017;Geo;114103;13;0.39;0.32;0.38;0.46;0.22;0.02;1;1;0
Geo_NIRS_2017;Geo;117101;16;0.44;0.37;0.39;0.33;0.36;0.02;1;1;0
Geo_NIRS_2017;Geo;117102;16;0.1;0.08;0.09;0.08;0.11;0.13;1;1;0
Geo_VRS_2017;Geo;103100;3;0.44;0.47;0.35;0.26;0.34;0;1;1;0
Geo_VRS_2017;Geo;103101;3;0.14;0.12;0.13;0.1;0.04;0;1;1;0
Geo_VRS_2017;Geo;104100;3;0.25;0.24;0.2;0.14;0.16;0;1;1;0
Geo_VRS_2017;Geo;105100;4;0.27;0.32;0.25;0.23;0.33;0;1;1;0
Geo_VRS_2017;Geo;105101;4;0.28;0.29;0.25;0.18;0.3;0;1;1;0
Geo_VRS_2017;Geo;105102;4;0.15;0.13;0.15;0.16;0.19;0;1;1;0
Geo_VRS_2017;Geo;106100;5;0.48;0.47;0.51;0.29;0.3;0;1;1;0
Geo_VRS_2017;Geo;106102;5;0.1;0.07;0.07;0.13;0.05;0;1;1;0
Geo_VRS_2017;Geo;106103;5;0.1;0.09;0.13;0.14;0.07;0;1;1;0
Geo_VRS_2017;Geo;107100;5;0.51;0.66;0.38;0.38;0.32;0;1;1;0
Geo_VRS_2017;Geo;107101;5;0.17;0.18;0.17;0.22;0.18;0;1;1;0
Geo_VRS_2017;Geo;107102;5;0.14;0.1;0.11;0.07;0.11;0.04;1;1;0
Geo_VRS_2017;Geo;108100;5;0.15;0.11;0.2;0.12;0.2;0;1;1;0
Geo_VRS_2017;Geo;108101;5;0.12;0.1;0.16;0.1;0.21;0;1;1;0
Geo_VRS_2017;Geo;115100;6;0.5;0.58;0.37;0.39;0.38;0.1;1;1;0
Geo_VRS_2017;Geo;115107;6;0.11;0.13;0.15;0.11;0.13;0;1;1;0
Geo_VRS_2017;Geo;116100;7;0.23;0.26;0.27;0.47;0.29;0.01;1;1;0
Geo_VRS_2017;Geo;116105;7;0.56;0.51;0.47;0.59;0.41;0;1;1;0
Geo_VRS_2017;Geo;116108;7;0.19;0.14;0.26;0.2;0.22;0;1;1;0
Geo_VRS_2017;Geo;118100;8;0.86;0.91;0.67;0.63;0.58;0.71;1;1;0
Geo_VRS_2017;Geo;118105;8;0.1;0.03;0.11;0.13;0.08;0.27;1;1;0
Geo_VRS_2017;Geo;119100;8;0.43;0.48;0.41;0.44;0.36;0;0.023;1.305;0.271
Geo_VRS_2017;Geo;120101;8;0.01;0;0.53;0.52;0.39;0.07;1;1;0
Geo_VRS_2017;Geo;121109;9;0.66;0.89;0.66;0.64;0.48;0.09;1;1;0
Geo_VRS_2017;Geo;129100;9;0.12;0.06;0.12;0.08;0.07;0.11;1;1;0
Geo_VRS_2017;Geo;129106;9;0.12;0.08;0.11;0.09;0.08;0.03;1;1;0
Geo_VRS_2017;Geo;123100;10;0.37;0.32;0.3;0.34;0.32;0;1;1;0
Geo_VRS_2017;Geo;124105;10;0.58;0.61;0.47;0.36;0.37;0;1;1;0
Geo_VRS_2017;Geo;133150;10;0.17;0.09;0.11;0.1;0.11;0.05;1;1;0
Geo_VRS_2017;Geo;109100;13;0.54;0.51;0.53;0.9;0.83;0;1;1;0
Geo_VRS_2017;Geo;109101;13;0.27;0.17;0.14;0.11;0.14;0;0.515;1.718;0.289
Geo_VRS_2017;Geo;110100;13;0.55;0.67;0.48;0.82;0.41;0;0.903;1.098;0.054
Geo_VRS_2017;Geo;110120;13;0.37;0.44;0.32;0.28;0.36;0;0.767;1.306;0.138
Geo_VRS_2017;Geo;110150;13;0.12;0.07;0.11;0.12;0.13;0.01;1;1;0
Geo_VRS_2017;Geo;111100;13;0.59;0.81;0.52;0.6;0.36;0.11;1;1;0
Geo_VRS_2017;Geo;111101;13;0.47;0.45;0.34;0.43;0.19;0.08;1;1;0
Geo_VRS_2017;Geo;111195;13;0.46;0.41;0.13;0.19;0.15;0.06;0.805;1.293;0.117
Geo_VRS_2017;Geo;112100;13;0.38;0.77;0.16;0.39;0.36;0;0.697;1.547;0.195
Geo_VRS_2017;Geo;112101;13;0.2;0.17;0.3;0;0.16;0;1;1;0
Geo_VRS_2017;Geo;112102;13;0.23;0.34;0.13;0.2;0.17;0;0.703;1.63;0.203
Geo_VRS_2017;Geo;112103;13;0.11;0.25;0.06;0.11;0.02;0;1;1;0
Geo_VRS_2017;Geo;112104;13;0.1;0.14;0.04;0.05;0.05;0;1;1;0
Geo_VRS_2017;Geo;113100;13;0.67;0.68;0.61;0.84;0.54;0.09;1;1;0
Geo_VRS_2017;Geo;113130;13;0.17;0.13;0.11;0.07;0.1;0;0.706;1.783;0.231
Geo_VRS_2017;Geo;113180;13;0.25;0.18;0.27;0.27;0.18;0;1;1;0
Geo_VRS_2017;Geo;114101;13;0.93;0.84;0.89;0.64;0.73;0.17;1;1;0
Geo_VRS_2017;Geo;114103;13;0.39;0.32;0.38;0.46;0.22;0.02;1;1;0
Geo_VRS_2017;Geo;117101;16;0.44;0.37;0.39;0.33;0.36;0.02;1;1;0
Geo_VRS_2017;Geo;117102;16;0.1;0.08;0.09;0.08;0.11;0.13;1;1;0
Geo_CRS_2018;Geo;103100;3;0.53;0.65;0.37;0.32;0.28;0;0.926;1.08;0.039
Geo_CRS_2018;Geo;103101;3;0.16;0.13;0.14;0.12;0.04;0;1;1;0
Geo_CRS_2018;Geo;104100;3;0.26;0.23;0.21;0.16;0.18;0;1;1;0
Geo_CRS_2018;Geo;105100;4;0.29;0.37;0.23;0.19;0.32;0;0.899;1.113;0.053
Geo_CRS_2018;Geo;105101;4;0.3;0.4;0.26;0.19;0.31;0;0.982;1.018;0.009
Geo_CRS_2018;Geo;105102;4;0.17;0.14;0.15;0.18;0.21;0;1;1;0
Geo_CRS_2018;Geo;106100;5;0.5;0.51;0.38;0.28;0.32;0;0.539;1.854;0.299
Geo_CRS_2018;Geo;106102;5;0.1;0.08;0.07;0.16;0.05;0;1;1;0
Geo_CRS_2018;Geo;106103;5;0.11;0.1;0.13;0.16;0.07;0;1;1;0
Geo_CRS_2018;Geo;107100;5;0.53;0.64;0.39;0.36;0.34;0;0.574;1.743;0.271
Geo_CRS_2018;Geo;107101;5;0.18;0.18;0.18;0.24;0.21;0;1;1;0
Geo_CRS_2018;Geo;107102;5;0.15;0.11;0.12;0.08;0.12;0.02;1;1;0
Geo_CRS_2018;Geo;108100;5;0.15;0.11;0.22;0.14;0.21;0;1;1;0
Geo_CRS_2018;Geo;108101;5;0.12;0.09;0.15;0.11;0.22;0;1;1;0
Geo_CRS_2018;Geo;115100;6;0.56;0.58;0.41;0.44;0.48;0.1;1;1;0
Geo_CRS_2018;Geo;115107;6;0.12;0.16;0.16;0.12;0.14;0;1;1;0
Geo_CRS_2018;Geo;116100;7;0.23;0.31;0.28;0.46;0.33;0;1;1;0
Geo_CRS_2018;Geo;116105;7;0.61;0.53;0.55;0.68;0.46;0;0.882;1.133;0.062
Geo_CRS_2018;Geo;116108;7;0.19;0.15;0.25;0.21;0.25;0;1;1;0
Geo_CRS_2018;Geo;118100;8;0.9;1.02;0.69;0.83;0.62;0.75;0.104;9.6;0.811
Geo_CRS_2018;Geo;118105;8;0.1;0.04;0.11;0.14;0.09;0.3;0.938;1.067;0.032
Geo_CRS_2018;Geo;119100;8;0.46;0.54;0.43;0.44;0.39;0;0.019;53.077;0.963
Geo_CRS_2018;Geo;120101;8;0.01;0.01;0.55;0.58;0.45;0.08;1;1;0
Geo_CRS_2018;Geo;121109;9;0.66;0.92;0.67;0.77;0.53;0.1;1;1;0
Geo_CRS_2018;Geo;129100;9;0.13;0.07;0.11;0.08;0.09;0.08;1;1;0
Geo_CRS_2018;Geo;129106;9;0.13;0.09;0.12;0.11;0.1;0.04;1;1;0
Geo_CRS_2018;Geo;123100;10;0.39;0.35;0.31;0.38;0.36;0;1;1;0
Geo_CRS_2018;Geo;124105;10;0.62;0.67;0.46;0.4;0.42;0.97;1;1;0
Geo_CRS_2018;Geo;133150;10;0.19;0.09;0.11;0.11;0.13;0.03;1;1;0
Geo_CRS_2018;Geo;109100;13;0.56;0.51;0.56;0.96;1;0;1;1;0
Geo_CRS_2018;Geo;109101;13;0.28;0.16;0.15;0.12;0.13;0;0.571;1.752;0.273
Geo_CRS_2018;Geo;110100;13;0.56;0.7;0.49;0.89;0.42;0;0.927;1.079;0.038
Geo_CRS_2018;Geo;110120;13;0.37;0.44;0.33;0.3;0.32;0;0.78;1.282;0.123
Geo_CRS_2018;Geo;110150;13;0.12;0.07;0.11;0.12;0.11;0.01;1;1;0
Geo_CRS_2018;Geo;111100;13;0.62;0.86;0.57;0.63;0.35;0.1;1;1;0
Geo_CRS_2018;Geo;111101;13;0.49;0.43;0.34;0.48;0.24;0.07;1;1;0
Geo_CRS_2018;Geo;111195;13;0.39;0.35;0.13;0.21;0.16;0.08;1;1;0
Geo_CRS_2018;Geo;112100;13;0.39;0.8;0.18;0.43;0.37;0;0.643;1.555;0.217
Geo_CRS_2018;Geo;112101;13;0.22;0.16;0.3;0;0.16;0;1;1;0
Geo_CRS_2018;Geo;112102;13;0.25;0.33;0.14;0.19;0.16;0;0.529;1.891;0.308
Geo_CRS_2018;Geo;112103;13;0.11;0.29;0.07;0.11;0.02;0;0.622;1.607;0.233
Geo_CRS_2018;Geo;112104;13;0.1;0.13;0.04;0.05;0.05;0;0.371;2.695;0.459
Geo_CRS_2018;Geo;113100;13;0.68;0.7;0.64;0.87;0.56;0.08;1;1;0
Geo_CRS_2018;Geo;113130;13;0.2;0.16;0.1;0.08;0.12;0;0.456;2.195;0.374
Geo_CRS_2018;Geo;113180;13;0.26;0.18;0.29;0.27;0.23;0;1;1;0
Geo_CRS_2018;Geo;114101;13;0.98;0.96;0.85;0.69;0.75;0.19;1;1;0
Geo_CRS_2018;Geo;114103;13;0.4;0.37;0.41;0.49;0.24;0.02;0.99;1.01;0.005
Geo_CRS_2018;Geo;117101;16;0.46;0.4;0.38;0.36;0.45;0;0.957;1.045;0.022
Geo_CRS_2018;Geo;117102;16;0.11;0.08;0.12;0.09;0.15;0.23;1;1;0
Geo_NIRS_2018;Geo;103100;3;0.53;0.65;0.37;0.32;0.28;0;1;1;0
Geo_NIRS_2018;Geo;103101;3;0.16;0.13;0.14;0.12;0.04;0;1;1;0
Geo_NIRS_2018;Geo;104100;3;0.26;0.23;0.21;0.16;0.18;0;1;1;0
Geo_NIRS_2018;Geo;105100;4;0.29;0.37;0.23;0.19;0.32;0;1;1;0
Geo_NIRS_2018;Geo;105101;4;0.3;0.4;0.26;0.19;0.31;0;1;1;0
Geo_NIRS_2018;Geo;105102;4;0.17;0.14;0.15;0.18;0.21;0;1;1;0
Geo_NIRS_2018;Geo;106100;5;0.5;0.51;0.38;0.28;0.32;0;1;1;0
Geo_NIRS_2018;Geo;106102;5;0.1;0.08;0.07;0.16;0.05;0;1;1;0
Geo_NIRS_2018;Geo;106103;5;0.11;0.1;0.13;0.16;0.07;0;1;1;0
Geo_NIRS_2018;Geo;107100;5;0.53;0.64;0.39;0.36;0.34;0;1;1;0
Geo_NIRS_2018;Geo;107101;5;0.18;0.18;0.18;0.24;0.21;0;1;1;0
Geo_NIRS_2018;Geo;107102;5;0.15;0.11;0.12;0.08;0.12;0.02;1;1;0
Geo_NIRS_2018;Geo;108100;5;0.15;0.11;0.22;0.14;0.21;0;1;1;0
Geo_NIRS_2018;Geo;108101;5;0.12;0.09;0.15;0.11;0.22;0;1;1;0
Geo_NIRS_2018;Geo;115100;6;0.56;0.58;0.41;0.44;0.48;0.1;1;1;0
Geo_NIRS_2018;Geo;115107;6;0.12;0.16;0.16;0.12;0.14;0;1;1;0
Geo_NIRS_2018;Geo;116100;7;0.23;0.31;0.28;0.46;0.33;0;1;1;0
Geo_NIRS_2018;Geo;116105;7;0.61;0.53;0.55;0.68;0.46;0;1;1;0
Geo_NIRS_2018;Geo;116108;7;0.19;0.15;0.25;0.21;0.25;0;1;1;0
Geo_NIRS_2018;Geo;118100;8;0.9;1.02;0.69;0.83;0.62;0.75;1;1;0
Geo_NIRS_2018;Geo;118105;8;0.1;0.04;0.11;0.14;0.09;0.3;1;1;0
Geo_NIRS_2018;Geo;119100;8;0.46;0.54;0.43;0.44;0.39;0;0.019;1.374;0.305
Geo_NIRS_2018;Geo;120101;8;0.01;0.01;0.55;0.58;0.45;0.08;1;1;0
Geo_NIRS_2018;Geo;121109;9;0.66;0.92;0.67;0.77;0.53;0.1;1;1;0
Geo_NIRS_2018;Geo;129100;9;0.13;0.07;0.11;0.08;0.09;0.08;1;1;0
Geo_NIRS_2018;Geo;129106;9;0.13;0.09;0.12;0.11;0.1;0.04;1;1;0
Geo_NIRS_2018;Geo;123100;10;0.39;0.35;0.31;0.38;0.36;0;1;1;0
Geo_NIRS_2018;Geo;124105;10;0.62;0.67;0.46;0.4;0.42;0.97;1;1;0
Geo_NIRS_2018;Geo;133150;10;0.19;0.09;0.11;0.11;0.13;0.03;1;1;0
Geo_NIRS_2018;Geo;109100;13;0.56;0.51;0.56;0.96;1;0;1;1;0
Geo_NIRS_2018;Geo;109101;13;0.28;0.16;0.15;0.12;0.13;0;0.575;1.684;0.262
Geo_NIRS_2018;Geo;110100;13;0.56;0.7;0.49;0.89;0.42;0;0.927;1.079;0.038
Geo_NIRS_2018;Geo;110120;13;0.37;0.44;0.33;0.3;0.32;0;0.78;1.257;0.123
Geo_NIRS_2018;Geo;110150;13;0.12;0.07;0.11;0.12;0.11;0.01;1;1;0
Geo_NIRS_2018;Geo;111100;13;0.62;0.86;0.57;0.63;0.35;0.1;1;1;0
Geo_NIRS_2018;Geo;111101;13;0.49;0.43;0.34;0.48;0.24;0.07;1;1;0
Geo_NIRS_2018;Geo;111195;13;0.39;0.35;0.13;0.21;0.16;0.08;1;1;0
Geo_NIRS_2018;Geo;112100;13;0.39;0.8;0.18;0.43;0.37;0;0.643;1.555;0.217
Geo_NIRS_2018;Geo;112101;13;0.22;0.16;0.3;0;0.16;0;1;1;0
Geo_NIRS_2018;Geo;112102;13;0.25;0.33;0.14;0.19;0.16;0;0.529;1.891;0.308
Geo_NIRS_2018;Geo;112103;13;0.11;0.29;0.07;0.11;0.02;0;0.622;1.607;0.233
Geo_NIRS_2018;Geo;112104;13;0.1;0.13;0.04;0.05;0.05;0;0.371;2.695;0.459
Geo_NIRS_2018;Geo;113100;13;0.68;0.7;0.64;0.87;0.56;0.08;1;1;0
Geo_NIRS_2018;Geo;113130;13;0.2;0.16;0.1;0.08;0.12;0;0.456;2.195;0.374
Geo_NIRS_2018;Geo;113180;13;0.26;0.18;0.29;0.27;0.23;0;1;1;0
Geo_NIRS_2018;Geo;114101;13;0.98;0.96;0.85;0.69;0.75;0.19;1;1;0
Geo_NIRS_2018;Geo;114103;13;0.4;0.37;0.41;0.49;0.24;0.02;0.99;1.01;0.005
Geo_NIRS_2018;Geo;117101;16;0.46;0.4;0.38;0.36;0.45;0;1;1;0
Geo_NIRS_2018;Geo;117102;16;0.11;0.08;0.12;0.09;0.15;0.23;1;1;0
Geo_VRS_2018;Geo;103100;3;0.53;0.65;0.37;0.32;0.28;0;1;1;0
Geo_VRS_2018;Geo;103101;3;0.16;0.13;0.14;0.12;0.04;0;1;1;0
Geo_VRS_2018;Geo;104100;3;0.26;0.23;0.21;0.16;0.18;0;1;1;0
Geo_VRS_2018;Geo;105100;4;0.29;0.37;0.23;0.19;0.32;0;1;1;0
Geo_VRS_2018;Geo;105101;4;0.3;0.4;0.26;0.19;0.31;0;1;1;0
Geo_VRS_2018;Geo;105102;4;0.17;0.14;0.15;0.18;0.21;0;1;1;0
Geo_VRS_2018;Geo;106100;5;0.5;0.51;0.38;0.28;0.32;0;1;1;0
Geo_VRS_2018;Geo;106102;5;0.1;0.08;0.07;0.16;0.05;0;1;1;0
Geo_VRS_2018;Geo;106103;5;0.11;0.1;0.13;0.16;0.07;0;1;1;0
Geo_VRS_2018;Geo;107100;5;0.53;0.64;0.39;0.36;0.34;0;1;1;0
Geo_VRS_2018;Geo;107101;5;0.18;0.18;0.18;0.24;0.21;0;1;1;0
Geo_VRS_2018;Geo;107102;5;0.15;0.11;0.12;0.08;0.12;0.02;1;1;0
Geo_VRS_2018;Geo;108100;5;0.15;0.11;0.22;0.14;0.21;0;1;1;0
Geo_VRS_2018;Geo;108101;5;0.12;0.09;0.15;0.11;0.22;0;1;1;0
Geo_VRS_2018;Geo;115100;6;0.56;0.58;0.41;0.44;0.48;0.1;1;1;0
Geo_VRS_2018;Geo;115107;6;0.12;0.16;0.16;0.12;0.14;0;1;1;0
Geo_VRS_2018;Geo;116100;7;0.23;0.31;0.28;0.46;0.33;0;1;1;0
Geo_VRS_2018;Geo;116105;7;0.61;0.53;0.55;0.68;0.46;0;1;1;0
Geo_VRS_2018;Geo;116108;7;0.19;0.15;0.25;0.21;0.25;0;1;1;0
Geo_VRS_2018;Geo;118100;8;0.9;1.02;0.69;0.83;0.62;0.75;1;1;0
Geo_VRS_2018;Geo;118105;8;0.1;0.04;0.11;0.14;0.09;0.3;1;1;0
Geo_VRS_2018;Geo;119100;8;0.46;0.54;0.43;0.44;0.39;0;0.022;1.374;0.305
Geo_VRS_2018;Geo;120101;8;0.01;0.01;0.55;0.58;0.45;0.08;1;1;0
Geo_VRS_2018;Geo;121109;9;0.66;0.92;0.67;0.77;0.53;0.1;1;1;0
Geo_VRS_2018;Geo;129100;9;0.13;0.07;0.11;0.08;0.09;0.08;1;1;0
Geo_VRS_2018;Geo;129106;9;0.13;0.09;0.12;0.11;0.1;0.04;1;1;0
Geo_VRS_2018;Geo;123100;10;0.39;0.35;0.31;0.38;0.36;0;1;1;0
Geo_VRS_2018;Geo;124105;10;0.62;0.67;0.46;0.4;0.42;0.97;1;1;0
Geo_VRS_2018;Geo;133150;10;0.19;0.09;0.11;0.11;0.13;0.03;1;1;0
Geo_VRS_2018;Geo;109100;13;0.56;0.51;0.56;0.96;1;0;1;1;0
Geo_VRS_2018;Geo;109101;13;0.28;0.16;0.15;0.12;0.13;0;0.575;1.684;0.262
Geo_VRS_2018;Geo;110100;13;0.56;0.7;0.49;0.89;0.42;0;0.934;1.079;0.036
Geo_VRS_2018;Geo;110120;13;0.37;0.44;0.33;0.3;0.32;0;0.789;1.257;0.121
Geo_VRS_2018;Geo;110150;13;0.12;0.07;0.11;0.12;0.11;0.01;1;1;0
Geo_VRS_2018;Geo;111100;13;0.62;0.86;0.57;0.63;0.35;0.1;1;1;0
Geo_VRS_2018;Geo;111101;13;0.49;0.43;0.34;0.48;0.24;0.07;1;1;0
Geo_VRS_2018;Geo;111195;13;0.39;0.35;0.13;0.21;0.16;0.08;1;1;0
Geo_VRS_2018;Geo;112100;13;0.39;0.8;0.18;0.43;0.37;0;0.716;1.486;0.179
Geo_VRS_2018;Geo;112101;13;0.22;0.16;0.3;0;0.16;0;1;1;0
Geo_VRS_2018;Geo;112102;13;0.25;0.33;0.14;0.19;0.16;0;0.623;1.796;0.263
Geo_VRS_2018;Geo;112103;13;0.11;0.29;0.07;0.11;0.02;0;1;1;0
Geo_VRS_2018;Geo;112104;13;0.1;0.13;0.04;0.05;0.05;0;1;1;0
Geo_VRS_2018;Geo;113100;13;0.68;0.7;0.64;0.87;0.56;0.08;1;1;0
Geo_VRS_2018;Geo;113130;13;0.2;0.16;0.1;0.08;0.12;0;0.625;2.06;0.289
Geo_VRS_2018;Geo;113180;13;0.26;0.18;0.29;0.27;0.23;0;1;1;0
Geo_VRS_2018;Geo;114101;13;0.98;0.96;0.85;0.69;0.75;0.19;1;1;0
Geo_VRS_2018;Geo;114103;13;0.4;0.37;0.41;0.49;0.24;0.02;0.995;1.005;0.002
Geo_VRS_2018;Geo;117101;16;0.46;0.4;0.38;0.36;0.45;0;1;1;0
Geo_VRS_2018;Geo;117102;16;0.11;0.08;0.12;0.09;0.15;0.23;1;1;0
Geo_CRS_2019;Geo;103100;3;0.64;0.8;0.33;0.44;0.23;0;1;1;0
Geo_CRS_2019;Geo;103101;3;0.24;0.17;0.16;0.16;0.06;0;1;1;0
Geo_CRS_2019;Geo;104100;3;0.26;0.25;0.18;0.17;0.13;0;1;1;0
Geo_CRS_2019;Geo;105100;4;0.34;0.34;0.19;0.25;0.14;0;1;1;0
Geo_CRS_2019;Geo;105101;4;0.36;0.34;0.21;0.18;0.17;0;1;1;0
Geo_CRS_2019;Geo;105102;4;0.26;0.2;0.11;0.2;0.11;0;1;1;0
Geo_CRS_2019;Geo;106100;5;0.49;0.42;0.24;0.26;0.16;0;1;1;0
Geo_CRS_2019;Geo;106102;5;0.1;0.1;0.03;0.13;0.03;0;1;1;0
Geo_CRS_2019;Geo;106103;5;0.1;0.09;0.07;0.09;0.03;0;1;1;0
Geo_CRS_2019;Geo;107100;5;0.56;0.76;0.32;0.34;0.24;0;1;1;0
Geo_CRS_2019;Geo;107101;5;0.18;0.22;0.12;0.21;0.11;0;1;1;0
Geo_CRS_2019;Geo;107102;5;0.15;0.12;0.08;0.09;0.06;0.02;1;1;0
Geo_CRS_2019;Geo;108100;5;0.17;0.12;0.14;0.16;0.13;0;1;1;0
Geo_CRS_2019;Geo;108101;5;0.13;0.11;0.1;0.09;0.12;0;1;1;0
Geo_CRS_2019;Geo;115100;6;0.58;0.53;0.39;0.46;0.35;0.14;1;1;0
Geo_CRS_2019;Geo;115107;6;0.13;0.17;0.08;0.13;0.08;0;1;1;0
Geo_CRS_2019;Geo;116100;7;0.24;0.3;0.21;0.35;0.2;0;1;1;0
Geo_CRS_2019;Geo;116105;7;0.61;0.57;0.46;0.61;0.39;0;1;1;0
Geo_CRS_2019;Geo;116108;7;0.2;0.17;0.18;0.21;0.14;0;1;1;0
Geo_CRS_2019;Geo;118100;8;0.93;0.89;0.46;0.75;0.36;0.23;1;1;0
Geo_CRS_2019;Geo;118105;8;0.11;0.05;0.06;0.11;0.03;0.14;1;1;0
Geo_CRS_2019;Geo;119100;8;0.49;0.5;0.31;0.46;0.24;0;0.02;1.281;0.226
Geo_CRS_2019;Geo;120101;8;0.01;0.01;0.4;0.48;0.25;0.05;1;1;0
Geo_CRS_2019;Geo;121109;9;0.7;0.88;0.44;0.49;0.34;0.1;1;1;0
Geo_CRS_2019;Geo;129100;9;0.17;0.1;0.08;0.08;0.04;0.14;1;1;0
Geo_CRS_2019;Geo;129106;9;0.14;0.09;0.06;0.09;0.04;0.05;1;1;0
Geo_CRS_2019;Geo;123100;10;0.4;0.39;0.26;0.4;0.29;0;1;1;0
Geo_CRS_2019;Geo;124105;10;0.67;0.69;0.4;0.43;0.29;0.1;1;1;0
Geo_CRS_2019;Geo;133150;10;0.18;0.09;0.08;0.11;0.08;0.03;1;1;0
Geo_CRS_2019;Geo;109100;13;0.58;0.65;0.45;0.72;0.75;0;1;1;0
Geo_CRS_2019;Geo;109101;13;0.27;0.17;0.06;0.11;0.07;0;0.529;1.944;0.332
Geo_CRS_2019;Geo;110100;13;0.57;0.76;0.33;0.81;0.33;0;1;1;0
Geo_CRS_2019;Geo;110120;13;0.5;0.38;0.29;0.29;0.25;0;0.853;1.123;0.067
Geo_CRS_2019;Geo;110150;13;0.13;0.09;0.08;0.12;0.07;0.04;1;1;0
Geo_CRS_2019;Geo;111100;13;0.64;0.67;0.34;0.44;0.22;0.1;0.77;1.217;0.113
Geo_CRS_2019;Geo;111101;13;0.55;0.49;0.29;0.44;0.17;0.09;0.928;1.063;0.035
Geo_CRS_2019;Geo;111195;13;0.48;0.35;0.15;0.29;0.16;0.08;1;1;0
Geo_CRS_2019;Geo;112100;13;0.43;0.99;0.18;0.4;0.24;0;0.74;1.417;0.16
Geo_CRS_2019;Geo;112101;13;0.22;0.22;0.27;0.01;0.1;0;1;1;0
Geo_CRS_2019;Geo;112102;13;0.26;0.32;0.07;0.16;0.08;0;0.598;2.003;0.288
Geo_CRS_2019;Geo;112103;13;0.12;0.29;0.01;0.1;0;0;1;1;0
Geo_CRS_2019;Geo;112104;13;0.1;0.13;0;0.05;0.03;0;1;1;0
Geo_CRS_2019;Geo;113100;13;0.69;0.81;0.56;0.75;0.4;0.14;1;1;0
Geo_CRS_2019;Geo;113130;13;0.2;0.15;0.06;0.07;0.05;0.04;0.65;1.224;0.142
Geo_CRS_2019;Geo;113180;13;0.28;0.24;0.22;0.31;0.14;0;1;1;0
Geo_CRS_2019;Geo;114101;13;1;1;0.69;0.63;0.54;0;1;1;0
Geo_CRS_2019;Geo;114103;13;0.4;0.37;0.27;0.43;0.15;0.04;1;1;0
Geo_CRS_2019;Geo;117101;16;0.49;0.4;0.31;0.37;0.27;0.06;1;1;0
Geo_CRS_2019;Geo;117102;16;0.12;0.09;0.08;0.11;0.07;0.05;1;1;0
Geo_VRS_2019;Geo;103100;3;0.56;0.59;0.41;0.41;0.28;0;1;1;0
Geo_VRS_2019;Geo;103101;3;0.19;0.14;0.17;0.15;0.09;0;1;1;0
Geo_VRS_2019;Geo;104100;3;0.26;0.22;0.22;0.17;0.21;0;1;1;0
Geo_VRS_2019;Geo;105100;4;0.29;0.33;0.25;0.24;0.34;0;1;1;0
Geo_VRS_2019;Geo;105101;4;0.31;0.34;0.26;0.2;0.3;0;1;1;0
Geo_VRS_2019;Geo;105102;4;0.2;0.14;0.15;0.22;0.22;0;1;1;0
Geo_VRS_2019;Geo;106100;5;0.48;0.42;0.38;0.31;0.31;0;1;1;0
Geo_VRS_2019;Geo;106102;5;0.1;0.07;0.07;0.18;0.06;0;1;1;0
Geo_VRS_2019;Geo;106103;5;0.11;0.1;0.12;0.13;0.07;0;1;1;0
Geo_VRS_2019;Geo;107100;5;0.53;0.65;0.4;0.41;0.35;0;1;1;0
Geo_VRS_2019;Geo;107101;5;0.17;0.16;0.16;0.24;0.21;0;1;1;0
Geo_VRS_2019;Geo;107102;5;0.15;0.1;0.11;0.1;0.12;0.02;1;1;0
Geo_VRS_2019;Geo;108100;5;0.15;0.11;0.2;0.15;0.23;0;1;1;0
Geo_VRS_2019;Geo;108101;5;0.12;0.1;0.15;0.11;0.21;0;1;1;0
Geo_VRS_2019;Geo;115100;6;0.56;0.53;0.45;0.48;0.53;0.11;1;1;0
Geo_VRS_2019;Geo;115107;6;0.12;0.15;0.15;0.14;0.14;0;1;1;0
Geo_VRS_2019;Geo;116100;7;0.23;0.31;0.29;0.49;0.34;0.03;1;1;0
Geo_VRS_2019;Geo;116105;7;0.6;0.52;0.56;0.74;0.49;0;1;1;0
Geo_VRS_2019;Geo;116108;7;0.19;0.15;0.26;0.25;0.23;0;1;1;0
Geo_VRS_2019;Geo;118100;8;0.9;0.9;0.69;0.92;0.57;0.91;1;1;0
Geo_VRS_2019;Geo;118105;8;0.1;0.04;0.1;0.15;0.09;0.27;1;1;0
Geo_VRS_2019;Geo;119100;8;0.45;0.51;0.42;0.51;0.45;0;0.022;1.143;0.127
Geo_VRS_2019;Geo;120101;8;0.01;0;0.56;0.61;0.46;0.05;1;1;0
Geo_VRS_2019;Geo;121109;9;0.66;0.9;0.65;0.59;0.5;0.11;1;1;0
Geo_VRS_2019;Geo;129100;9;0.13;0.06;0.12;0.1;0.1;0.09;1;1;0
Geo_VRS_2019;Geo;129106;9;0.13;0.08;0.11;0.11;0.09;0.06;1;1;0
