MODEL;S_MODEL;hospital_id;X21_value_normalized;X22_value_normalized;hospital_discharge_normalized;diagnostic_tests_normalized;surgical_interventions_normalized;medical_consultations_normalized;grd;te_input;te_output;te_directional
DRG_NIRS_2017;DRG;103100;0.44;0.47;0.301;0.26;0.34;0;0.86;0.02;1.845;0.543
DRG_NIRS_2017;DRG;103101;0.14;0.12;0.0858;0.1;0.04;0;0.66;0.014;5.62;0.973
DRG_NIRS_2017;DRG;104100;0.25;0.24;0.15;0.14;0.16;0;0.75;0.016;3.319;0.968
DRG_NIRS_2017;DRG;105100;0.27;0.32;0.2275;0.23;0.33;0;0.91;0.031;1.836;0.498
DRG_NIRS_2017;DRG;105101;0.28;0.29;0.245;0.18;0.3;0;0.98;0.027;1.931;0.59
DRG_NIRS_2017;DRG;105102;0.15;0.13;0.105;0.16;0.19;0;0.7;0.032;2.643;0.937
DRG_NIRS_2017;DRG;106100;0.48;0.47;0.51;0.29;0.3;0;1;0.324;1.283;0.199
DRG_NIRS_2017;DRG;106102;0.1;0.07;0.0714;0.13;0.05;0;1.02;0.025;4.401;0.951
DRG_NIRS_2017;DRG;106103;0.1;0.09;0.0884;0.14;0.07;0;0.68;0.027;4.175;0.948
DRG_NIRS_2017;DRG;107100;0.51;0.66;0.4522;0.38;0.32;0;1.19;0.05;1.476;0.317
DRG_NIRS_2017;DRG;107101;0.17;0.18;0.1258;0.22;0.18;0;0.74;0.027;2.885;0.947
DRG_NIRS_2017;DRG;107102;0.14;0.1;0.0814;0.07;0.11;0.04;0.74;0.041;3.646;0.908
DRG_NIRS_2017;DRG;108100;0.15;0.11;0.158;0.12;0.2;0;0.79;0.034;2.425;0.934
DRG_NIRS_2017;DRG;108101;0.12;0.1;0.1216;0.1;0.21;0;0.76;0.045;2.268;0.876
DRG_NIRS_2017;DRG;109100;0.54;0.51;0.4293;0.9;0.83;0;0.81;1;1;0
DRG_NIRS_2017;DRG;109101;0.27;0.17;0.147;0.11;0.14;0;1.05;0.013;3.429;0.974
DRG_NIRS_2017;DRG;110100;0.55;0.67;0.4848;0.82;0.41;0;1.01;0.928;1.02;0.016
DRG_NIRS_2017;DRG;110120;0.37;0.44;0.2624;0.28;0.36;0;0.82;0.025;1.807;0.493
DRG_NIRS_2017;DRG;110150;0.12;0.07;0.0704;0.12;0.13;0.01;0.64;0.028;3.465;0.946
DRG_NIRS_2017;DRG;111100;0.59;0.81;0.468;0.6;0.36;0.11;0.9;0.309;1.248;0.184
DRG_NIRS_2017;DRG;111101;0.47;0.45;0.306;0.43;0.19;0.08;0.9;0.031;1.691;0.478
DRG_NIRS_2017;DRG;111195;0.46;0.41;0.1612;0.19;0.15;0.06;1.24;0.019;3.402;0.933
DRG_NIRS_2017;DRG;112100;0.38;0.77;0.192;0.39;0.36;0;1.2;0.024;1.937;0.499
DRG_NIRS_2017;DRG;112101;0.2;0.17;0.219;0;0.16;0;0.73;0.025;2.411;0.952
DRG_NIRS_2017;DRG;112102;0.23;0.34;0.1794;0.2;0.17;0;1.38;0.019;2.893;0.963
DRG_NIRS_2017;DRG;112103;0.11;0.25;0.1002;0.11;0.02;0;1.67;0.02;4.869;0.96
DRG_NIRS_2017;DRG;112104;0.1;0.14;0.0672;0.05;0.05;0;1.68;0.015;7.221;0.97
DRG_NIRS_2017;DRG;113100;0.67;0.68;0.5673;0.84;0.54;0.09;0.93;1;1;0
DRG_NIRS_2017;DRG;113130;0.17;0.13;0.1232;0.07;0.1;0;1.12;0.016;4.128;0.968
DRG_NIRS_2017;DRG;113180;0.25;0.18;0.2106;0.27;0.18;0;0.78;0.021;2.263;0.94
DRG_NIRS_2017;DRG;114101;0.93;0.84;0.8544;0.64;0.73;0.17;0.96;1;1;0
DRG_NIRS_2017;DRG;114103;0.39;0.32;0.2964;0.46;0.22;0.02;0.78;0.023;1.572;0.427
DRG_NIRS_2017;DRG;115100;0.5;0.58;0.3737;0.39;0.38;0.1;1.01;0.082;1.602;0.392
DRG_NIRS_2017;DRG;115107;0.11;0.13;0.117;0.11;0.13;0;0.78;0.03;3.639;0.941
DRG_NIRS_2017;DRG;116100;0.23;0.26;0.216;0.47;0.29;0.01;0.8;0.039;1.442;0.327
DRG_NIRS_2017;DRG;116105;0.56;0.51;0.47;0.59;0.41;0;1;0.278;1.231;0.175
DRG_NIRS_2017;DRG;116108;0.19;0.14;0.2028;0.2;0.22;0;0.78;0.03;2.255;0.846
DRG_NIRS_2017;DRG;117101;0.44;0.37;0.3354;0.33;0.36;0.02;0.86;0.021;1.664;0.452
DRG_NIRS_2017;DRG;117102;0.1;0.08;0.0621;0.08;0.11;0.13;0.69;0.37;1.735;0.397
DRG_NIRS_2017;DRG;118100;0.86;0.91;0.7303;0.63;0.58;0.71;1.09;1;1;0
DRG_NIRS_2017;DRG;118105;0.1;0.03;0.066;0.13;0.08;0.27;0.6;1;1;0
DRG_NIRS_2017;DRG;119100;0.43;0.48;0.3772;0.44;0.36;0;0.92;0.021;1.503;0.377
DRG_NIRS_2017;DRG;120101;0.01;0;0.4452;0.52;0.39;0.07;0.84;1;1;0
DRG_NIRS_2017;DRG;121109;0.66;0.89;0.6666;0.64;0.48;0.09;1.01;0.883;1.037;0.028
DRG_NIRS_2017;DRG;122100;0.41;0.54;0.36;0.43;0.34;0.04;0.9;0.021;1.542;0.408
DRG_NIRS_2017;DRG;123100;0.37;0.32;0.255;0.34;0.32;0;0.85;0.022;1.927;0.581
DRG_NIRS_2017;DRG;124105;0.58;0.61;0.4277;0.36;0.37;0;0.91;0.017;1.629;0.395
DRG_NIRS_2017;DRG;125100;0.29;0.19;0.1185;0.16;0.08;0;0.79;0.011;3.937;0.979
DRG_NIRS_2017;DRG;126100;0.34;0.33;0.2112;0.16;0.17;0;0.96;0.014;2.803;0.972
DRG_NIRS_2017;DRG;129100;0.12;0.06;0.0768;0.08;0.07;0.11;0.64;0.233;2.241;0.543
DRG_NIRS_2017;DRG;129106;0.12;0.08;0.0792;0.09;0.08;0.03;0.72;0.036;4.735;0.931
DRG_NIRS_2017;DRG;133150;0.17;0.09;0.0924;0.1;0.11;0.05;0.84;0.042;3.248;0.878
DRG_VRS_2017;DRG;101100;0.28;0.27;0.2528;0.24;0.26;0.05;0.79;0.036;2.035;0.685
DRG_VRS_2017;DRG;102100;0.42;0.31;0.2652;0.21;0.41;0.01;0.78;0.081;1.604;0.365
DRG_VRS_2017;DRG;103100;0.44;0.47;0.301;0.26;0.34;0;0.86;0.023;1.845;0.543
DRG_VRS_2017;DRG;103101;0.14;0.12;0.0858;0.1;0.04;0;0.66;0.071;5.62;0.929
DRG_VRS_2017;DRG;104100;0.25;0.24;0.15;0.14;0.16;0;0.75;0.04;3.319;0.96
DRG_VRS_2017;DRG;105100;0.27;0.32;0.2275;0.23;0.33;0;0.91;0.037;1.836;0.498
DRG_VRS_2017;DRG;105101;0.28;0.29;0.245;0.18;0.3;0;0.98;0.036;1.931;0.59
DRG_VRS_2017;DRG;105102;0.15;0.13;0.105;0.16;0.19;0;0.7;0.067;2.643;0.933
DRG_VRS_2017;DRG;106100;0.48;0.47;0.51;0.29;0.3;0;1;0.324;1.283;0.199
DRG_VRS_2017;DRG;106102;0.1;0.07;0.0714;0.13;0.05;0;1.02;0.1;4.401;0.9
DRG_VRS_2017;DRG;106103;0.1;0.09;0.0884;0.14;0.07;0;0.68;0.1;4.175;0.9
DRG_VRS_2017;DRG;107100;0.51;0.66;0.4522;0.38;0.32;0;1.19;0.05;1.476;0.317
DRG_VRS_2017;DRG;107101;0.17;0.18;0.1258;0.22;0.18;0;0.74;0.059;2.885;0.941
DRG_VRS_2017;DRG;107102;0.14;0.1;0.0814;0.07;0.11;0.04;0.74;0.071;3.646;0.908
DRG_VRS_2017;DRG;108100;0.15;0.11;0.158;0.12;0.2;0;0.79;0.067;2.425;0.933
DRG_VRS_2017;DRG;108101;0.12;0.1;0.1216;0.1;0.21;0;0.76;0.083;2.268;0.876
DRG_VRS_2017;DRG;109100;0.54;0.51;0.4293;0.9;0.83;0;0.81;1;1;0
DRG_VRS_2017;DRG;109101;0.27;0.17;0.147;0.11;0.14;0;1.05;0.037;3.429;0.963
DRG_VRS_2017;DRG;110100;0.55;0.67;0.4848;0.82;0.41;0;1.01;0.928;1.02;0.016
DRG_VRS_2017;DRG;110120;0.37;0.44;0.2624;0.28;0.36;0;0.82;0.027;1.807;0.493
DRG_VRS_2017;DRG;110150;0.12;0.07;0.0704;0.12;0.13;0.01;0.64;0.083;3.465;0.917
DRG_VRS_2017;DRG;111100;0.59;0.81;0.468;0.6;0.36;0.11;0.9;0.309;1.248;0.184
DRG_VRS_2017;DRG;111101;0.47;0.45;0.306;0.43;0.19;0.08;0.9;0.031;1.691;0.478
DRG_VRS_2017;DRG;111195;0.46;0.41;0.1612;0.19;0.15;0.06;1.24;0.022;3.402;0.933
DRG_VRS_2017;DRG;112100;0.38;0.77;0.192;0.39;0.36;0;1.2;0.026;1.937;0.499
DRG_VRS_2017;DRG;112101;0.2;0.17;0.219;0;0.16;0;0.73;0.05;2.411;0.95
DRG_VRS_2017;DRG;112102;0.23;0.34;0.1794;0.2;0.17;0;1.38;0.043;2.893;0.957
DRG_VRS_2017;DRG;112103;0.11;0.25;0.1002;0.11;0.02;0;1.67;0.091;4.869;0.909
DRG_VRS_2017;DRG;112104;0.1;0.14;0.0672;0.05;0.05;0;1.68;0.1;7.221;0.9
DRG_VRS_2017;DRG;113100;0.67;0.68;0.5673;0.84;0.54;0.09;0.93;1;1;0
DRG_VRS_2017;DRG;113130;0.17;0.13;0.1232;0.07;0.1;0;1.12;0.059;4.128;0.941
DRG_VRS_2017;DRG;113180;0.25;0.18;0.2106;0.27;0.18;0;0.78;0.04;2.263;0.94
DRG_VRS_2017;DRG;114101;0.93;0.84;0.8544;0.64;0.73;0.17;0.96;1;1;0
DRG_VRS_2017;DRG;114103;0.39;0.32;0.2964;0.46;0.22;0.02;0.78;0.026;1.572;0.427
DRG_VRS_2017;DRG;115100;0.5;0.58;0.3737;0.39;0.38;0.1;1.01;0.082;1.602;0.392
DRG_VRS_2017;DRG;115107;0.11;0.13;0.117;0.11;0.13;0;0.78;0.091;3.639;0.909
DRG_VRS_2017;DRG;116100;0.23;0.26;0.216;0.47;0.29;0.01;0.8;0.043;1.442;0.327
DRG_VRS_2017;DRG;116105;0.56;0.51;0.47;0.59;0.41;0;1;0.278;1.231;0.175
DRG_VRS_2017;DRG;116108;0.19;0.14;0.2028;0.2;0.22;0;0.78;0.053;2.255;0.846
DRG_VRS_2017;DRG;117101;0.44;0.37;0.3354;0.33;0.36;0.02;0.86;0.023;1.664;0.452
DRG_VRS_2017;DRG;117102;0.1;0.08;0.0621;0.08;0.11;0.13;0.69;0.37;1.735;0.397
DRG_VRS_2017;DRG;118100;0.86;0.91;0.7303;0.63;0.58;0.71;1.09;1;1;0
DRG_VRS_2017;DRG;118105;0.1;0.03;0.066;0.13;0.08;0.27;0.6;1;1;0
DRG_VRS_2017;DRG;119100;0.43;0.48;0.3772;0.44;0.36;0;0.92;0.023;1.503;0.377
DRG_VRS_2017;DRG;120101;0.01;0;0.4452;0.52;0.39;0.07;0.84;1;1;0
DRG_VRS_2017;DRG;121109;0.66;0.89;0.6666;0.64;0.48;0.09;1.01;0.883;1.037;0.028
DRG_VRS_2017;DRG;122100;0.41;0.54;0.36;0.43;0.34;0.04;0.9;0.024;1.542;0.408
DRG_VRS_2017;DRG;123100;0.37;0.32;0.255;0.34;0.32;0;0.85;0.027;1.927;0.581
DRG_VRS_2017;DRG;124105;0.58;0.61;0.4277;0.36;0.37;0;0.91;0.017;1.629;0.395
DRG_VRS_2017;DRG;125100;0.29;0.19;0.1185;0.16;0.08;0;0.79;0.034;3.937;0.966
DRG_VRS_2017;DRG;126100;0.34;0.33;0.2112;0.16;0.17;0;0.96;0.029;2.803;0.971
DRG_VRS_2017;DRG;129100;0.12;0.06;0.0768;0.08;0.07;0.11;0.64;0.233;2.241;0.543
DRG_VRS_2017;DRG;129106;0.12;0.08;0.0792;0.09;0.08;0.03;0.72;0.083;4.735;0.917
DRG_VRS_2017;DRG;133150;0.17;0.09;0.0924;0.1;0.11;0.05;0.84;0.059;3.248;0.878
DRG_CRS_2018;DRG;101100;0.29;0.32;0.256;0.28;0.3;0.05;0.8;0.023;43.5;0.955
DRG_CRS_2018;DRG;102100;0.45;0.3;0.3034;0.23;0.31;0;0.82;0.023;43.548;0.955
DRG_CRS_2018;DRG;103100;0.53;0.65;0.3367;0.32;0.28;0;0.91;0.013;74.455;0.973
DRG_CRS_2018;DRG;103101;0.16;0.13;0.0952;0.12;0.04;0;0.68;0.016;62.833;0.969
DRG_CRS_2018;DRG;104100;0.26;0.23;0.1617;0.16;0.18;0;0.77;0.017;57.5;0.966
DRG_CRS_2018;DRG;105100;0.29;0.37;0.2185;0.19;0.32;0;0.95;0.025;40.781;0.952
DRG_CRS_2018;DRG;105101;0.3;0.4;0.26;0.19;0.31;0;1;0.023;43.548;0.955
DRG_CRS_2018;DRG;105102;0.17;0.14;0.1065;0.18;0.21;0;0.71;0.033;30;0.935
DRG_CRS_2018;DRG;106100;0.5;0.51;0.3876;0.28;0.32;0;1.02;0.016;61.017;0.968
DRG_CRS_2018;DRG;106102;0.1;0.08;0.0749;0.16;0.05;0;1.07;0.034;29;0.933
DRG_CRS_2018;DRG;106103;0.11;0.1;0.0884;0.16;0.07;0;0.68;0.028;36.25;0.946
DRG_CRS_2018;DRG;107100;0.53;0.64;0.4641;0.36;0.34;0;1.19;0.019;54.016;0.964
DRG_CRS_2018;DRG;107101;0.18;0.18;0.135;0.24;0.21;0;0.75;0.026;38.571;0.949
DRG_CRS_2018;DRG;107102;0.15;0.11;0.09;0.08;0.12;0.02;0.75;0.024;41.25;0.953
DRG_CRS_2018;DRG;108100;0.15;0.11;0.1738;0.14;0.21;0;0.79;0.042;23.571;0.919
DRG_CRS_2018;DRG;108101;0.12;0.09;0.117;0.11;0.22;0;0.78;0.054;18.409;0.897
DRG_CRS_2018;DRG;109100;0.56;0.51;0.4648;0.96;1;0;0.83;0.044;22.95;0.916
DRG_CRS_2018;DRG;109101;0.28;0.16;0.1545;0.12;0.13;0;1.03;0.02;48.984;0.96
DRG_CRS_2018;DRG;110100;0.56;0.7;0.4998;0.89;0.42;0;1.02;0.027;36.494;0.947
DRG_CRS_2018;DRG;110120;0.37;0.44;0.264;0.3;0.32;0;0.8;0.019;52.031;0.962
DRG_CRS_2018;DRG;110150;0.12;0.07;0.0693;0.12;0.11;0.01;0.63;0.035;28.636;0.933
DRG_CRS_2018;DRG;111100;0.62;0.86;0.5016;0.63;0.35;0.1;0.88;0.02;49.6;0.96
DRG_CRS_2018;DRG;111101;0.49;0.43;0.3128;0.48;0.24;0.07;0.92;0.02;49.143;0.96
DRG_CRS_2018;DRG;111195;0.39;0.35;0.1703;0.21;0.16;0.08;1.31;0.029;35;0.944
DRG_CRS_2018;DRG;112100;0.39;0.8;0.2142;0.43;0.37;0;1.19;0.021;47.432;0.959
DRG_CRS_2018;DRG;112101;0.22;0.16;0.219;0;0.16;0;0.73;0.029;34.557;0.944
DRG_CRS_2018;DRG;112102;0.25;0.33;0.1862;0.19;0.16;0;1.33;0.016;63.507;0.969
DRG_CRS_2018;DRG;112103;0.11;0.29;0.1218;0.11;0.02;0;1.74;0.023;42.718;0.954
DRG_CRS_2018;DRG;112104;0.1;0.13;0.0668;0.05;0.05;0;1.67;0.014;70.808;0.972
DRG_CRS_2018;DRG;113100;0.68;0.7;0.5888;0.87;0.56;0.08;0.92;0.022;45.333;0.957
DRG_CRS_2018;DRG;113130;0.2;0.16;0.11;0.08;0.12;0;1.1;0.017;60;0.967
DRG_CRS_2018;DRG;113180;0.26;0.18;0.2262;0.27;0.23;0;0.78;0.028;35.217;0.945
DRG_CRS_2018;DRG;114101;0.98;0.96;0.8075;0.69;0.75;0.19;0.95;0.025;40.421;0.952
DRG_CRS_2018;DRG;114103;0.4;0.37;0.3075;0.49;0.24;0.02;0.75;0.023;43.796;0.955
DRG_CRS_2018;DRG;115100;0.56;0.58;0.4182;0.44;0.48;0.1;1.02;0.022;44.8;0.956
DRG_CRS_2018;DRG;115107;0.12;0.16;0.1248;0.12;0.14;0;0.78;0.026;38.571;0.949
DRG_CRS_2018;DRG;116100;0.23;0.31;0.2212;0.46;0.33;0;0.79;0.034;29;0.933
DRG_CRS_2018;DRG;116105;0.61;0.53;0.561;0.68;0.46;0;1.02;0.022;44.686;0.956
DRG_CRS_2018;DRG;116108;0.19;0.15;0.195;0.21;0.25;0;0.78;0.037;27;0.929
DRG_CRS_2018;DRG;117101;0.46;0.4;0.3306;0.36;0.45;0;0.87;0.025;40;0.951
DRG_CRS_2018;DRG;117102;0.11;0.08;0.0828;0.09;0.15;0.23;0.69;0.359;2.783;0.471
DRG_CRS_2018;DRG;118100;0.9;1.02;0.7521;0.83;0.62;0.75;1.09;0.104;9.6;0.811
DRG_CRS_2018;DRG;118105;0.1;0.04;0.0671;0.14;0.09;0.3;0.61;0.938;1.067;0.032
DRG_CRS_2018;DRG;119100;0.46;0.54;0.4085;0.44;0.39;0;0.95;0.019;53.077;0.963
DRG_CRS_2018;DRG;120101;0.01;0.01;0.473;0.58;0.45;0.08;0.86;1;1;0
DRG_CRS_2018;DRG;121109;0.66;0.92;0.6968;0.77;0.53;0.1;1.04;0.022;44.802;0.956
DRG_CRS_2018;DRG;122100;0.42;0.59;0.3906;0.46;0.36;0.04;0.93;0.02;50.86;0.961
DRG_CRS_2018;DRG;123100;0.39;0.35;0.2666;0.38;0.36;0;0.86;0.023;43.75;0.955
DRG_CRS_2018;DRG;124105;0.62;0.67;0.4278;0.4;0.42;0.97;0.93;0.196;5.113;0.673
DRG_CRS_2018;DRG;125100;0.29;0.21;0.1328;0.2;0.09;0;0.83;0.016;60.9;0.968
DRG_CRS_2018;DRG;126100;0.36;0.33;0.198;0.17;0.16;0;0.99;0.013;78.833;0.975
DRG_CRS_2018;DRG;129100;0.13;0.07;0.0748;0.08;0.09;0.08;0.68;0.143;7;0.75
DRG_CRS_2018;DRG;129106;0.13;0.09;0.0888;0.11;0.1;0.04;0.74;0.056;18;0.895
DRG_CRS_2018;DRG;133150;0.19;0.09;0.0924;0.11;0.13;0.03;0.84;0.042;24;0.92
DRG_NIRS_2018;DRG;101100;0.29;0.32;0.256;0.28;0.3;0.05;0.8;0.023;2.052;0.711
DRG_NIRS_2018;DRG;102100;0.45;0.3;0.3034;0.23;0.31;0;0.82;0.023;1.847;0.635
DRG_NIRS_2018;DRG;103100;0.53;0.65;0.3367;0.32;0.28;0;0.91;0.013;1.937;0.608
DRG_NIRS_2018;DRG;103101;0.16;0.13;0.0952;0.12;0.04;0;0.68;0.016;5.218;0.969
DRG_NIRS_2018;DRG;104100;0.26;0.23;0.1617;0.16;0.18;0;0.77;0.017;3.226;0.966
DRG_NIRS_2018;DRG;105100;0.29;0.37;0.2185;0.19;0.32;0;0.95;0.025;2.204;0.672
DRG_NIRS_2018;DRG;105101;0.3;0.4;0.26;0.19;0.31;0;1;0.023;2.027;0.705
DRG_NIRS_2018;DRG;105102;0.17;0.14;0.1065;0.18;0.21;0;0.71;0.033;2.824;0.935
DRG_NIRS_2018;DRG;106100;0.5;0.51;0.3876;0.28;0.32;0;1.02;0.016;1.656;0.454
DRG_NIRS_2018;DRG;106102;0.1;0.08;0.0749;0.16;0.05;0;1.07;0.034;3.958;0.933
DRG_NIRS_2018;DRG;106103;0.11;0.1;0.0884;0.16;0.07;0;0.68;0.028;4.053;0.946
DRG_NIRS_2018;DRG;107100;0.53;0.64;0.4641;0.36;0.34;0;1.19;0.019;1.406;0.291
DRG_NIRS_2018;DRG;107101;0.18;0.18;0.135;0.24;0.21;0;0.75;0.026;2.906;0.949
DRG_NIRS_2018;DRG;107102;0.15;0.11;0.09;0.08;0.12;0.02;0.75;0.024;4.502;0.953
DRG_NIRS_2018;DRG;108100;0.15;0.11;0.1738;0.14;0.21;0;0.79;0.042;2.667;0.919
DRG_NIRS_2018;DRG;108101;0.12;0.09;0.117;0.11;0.22;0;0.78;0.054;2.445;0.897
DRG_NIRS_2018;DRG;109100;0.56;0.51;0.4648;0.96;1;0;0.83;1;1;0
DRG_NIRS_2018;DRG;109101;0.28;0.16;0.1545;0.12;0.13;0;1.03;0.02;3.403;0.96
DRG_NIRS_2018;DRG;110100;0.56;0.7;0.4998;0.89;0.42;0;1.02;0.917;1.022;0.017
DRG_NIRS_2018;DRG;110120;0.37;0.44;0.264;0.3;0.32;0;0.8;0.019;2.065;0.71
DRG_NIRS_2018;DRG;110150;0.12;0.07;0.0693;0.12;0.11;0.01;0.63;0.035;4.691;0.933
DRG_NIRS_2018;DRG;111100;0.62;0.86;0.5016;0.63;0.35;0.1;0.88;0.215;1.275;0.204
DRG_NIRS_2018;DRG;111101;0.49;0.43;0.3128;0.48;0.24;0.07;0.92;0.02;1.669;0.475
DRG_NIRS_2018;DRG;111195;0.39;0.35;0.1703;0.21;0.16;0.08;1.31;0.029;3.26;0.899
DRG_NIRS_2018;DRG;112100;0.39;0.8;0.2142;0.43;0.37;0;1.19;0.021;1.959;0.59
DRG_NIRS_2018;DRG;112101;0.22;0.16;0.219;0;0.16;0;0.73;0.029;2.401;0.944
DRG_NIRS_2018;DRG;112102;0.25;0.33;0.1862;0.19;0.16;0;1.33;0.016;2.985;0.969
DRG_NIRS_2018;DRG;112103;0.11;0.29;0.1218;0.11;0.02;0;1.74;0.023;4.167;0.954
DRG_NIRS_2018;DRG;112104;0.1;0.13;0.0668;0.05;0.05;0;1.67;0.014;7.545;0.972
DRG_NIRS_2018;DRG;113100;0.68;0.7;0.5888;0.87;0.56;0.08;0.92;0.977;1.006;0.005
DRG_NIRS_2018;DRG;113130;0.2;0.16;0.11;0.08;0.12;0;1.1;0.017;4.565;0.967
DRG_NIRS_2018;DRG;113180;0.26;0.18;0.2262;0.27;0.23;0;0.78;0.028;2.301;0.945
DRG_NIRS_2018;DRG;114101;0.98;0.96;0.8075;0.69;0.75;0.19;0.95;1;1;0
DRG_NIRS_2018;DRG;114103;0.4;0.37;0.3075;0.49;0.24;0.02;0.75;0.023;1.625;0.469
DRG_NIRS_2018;DRG;115100;0.56;0.58;0.4182;0.44;0.48;0.1;1.02;0.103;1.467;0.327
DRG_NIRS_2018;DRG;115107;0.12;0.16;0.1248;0.12;0.14;0;0.78;0.026;3.859;0.949
DRG_NIRS_2018;DRG;116100;0.23;0.31;0.2212;0.46;0.33;0;0.79;0.034;1.591;0.439
DRG_NIRS_2018;DRG;116105;0.61;0.53;0.561;0.68;0.46;0;1.02;0.674;1.076;0.062
DRG_NIRS_2018;DRG;116108;0.19;0.15;0.195;0.21;0.25;0;0.78;0.037;2.415;0.853
DRG_NIRS_2018;DRG;117101;0.46;0.4;0.3306;0.36;0.45;0;0.87;0.025;1.623;0.455
DRG_NIRS_2018;DRG;117102;0.11;0.08;0.0828;0.09;0.15;0.23;0.69;0.649;1.26;0.163
DRG_NIRS_2018;DRG;118100;0.9;1.02;0.7521;0.83;0.62;0.75;1.09;1;1;0
DRG_NIRS_2018;DRG;118105;0.1;0.04;0.0671;0.14;0.09;0.3;0.61;1;1;0
DRG_NIRS_2018;DRG;119100;0.46;0.54;0.4085;0.44;0.39;0;0.95;0.019;1.513;0.383
DRG_NIRS_2018;DRG;120101;0.01;0.01;0.473;0.58;0.45;0.08;0.86;1;1;0
DRG_NIRS_2018;DRG;121109;0.66;0.92;0.6968;0.77;0.53;0.1;1.04;1;1;0
DRG_NIRS_2018;DRG;122100;0.42;0.59;0.3906;0.46;0.36;0.04;0.93;0.02;1.532;0.406
DRG_NIRS_2018;DRG;123100;0.39;0.35;0.2666;0.38;0.36;0;0.86;0.023;1.957;0.623
DRG_NIRS_2018;DRG;124105;0.62;0.67;0.4278;0.4;0.42;0.97;0.93;1;1;0
DRG_NIRS_2018;DRG;125100;0.29;0.21;0.1328;0.2;0.09;0;0.83;0.016;3.594;0.968
DRG_NIRS_2018;DRG;126100;0.36;0.33;0.198;0.17;0.16;0;0.99;0.013;2.958;0.975
DRG_NIRS_2018;DRG;129100;0.13;0.07;0.0748;0.08;0.09;0.08;0.68;0.143;3.077;0.737
DRG_NIRS_2018;DRG;129106;0.13;0.09;0.0888;0.11;0.1;0.04;0.74;0.056;4.518;0.895
DRG_NIRS_2018;DRG;133150;0.19;0.09;0.0924;0.11;0.13;0.03;0.84;0.042;3.855;0.92
DRG_VRS_2018;DRG;101100;0.29;0.32;0.256;0.28;0.3;0.05;0.8;0.034;2.052;0.711
DRG_VRS_2018;DRG;102100;0.45;0.3;0.3034;0.23;0.31;0;0.82;0.033;1.847;0.635
DRG_VRS_2018;DRG;103100;0.53;0.65;0.3367;0.32;0.28;0;0.91;0.019;1.937;0.608
DRG_VRS_2018;DRG;103101;0.16;0.13;0.0952;0.12;0.04;0;0.68;0.077;5.218;0.923
DRG_VRS_2018;DRG;104100;0.26;0.23;0.1617;0.16;0.18;0;0.77;0.043;3.226;0.957
DRG_VRS_2018;DRG;105100;0.29;0.37;0.2185;0.19;0.32;0;0.95;0.034;2.204;0.672
DRG_VRS_2018;DRG;105101;0.3;0.4;0.26;0.19;0.31;0;1;0.033;2.027;0.705
DRG_VRS_2018;DRG;105102;0.17;0.14;0.1065;0.18;0.21;0;0.71;0.071;2.824;0.929
DRG_VRS_2018;DRG;106100;0.5;0.51;0.3876;0.28;0.32;0;1.02;0.02;1.656;0.454
DRG_VRS_2018;DRG;106102;0.1;0.08;0.0749;0.16;0.05;0;1.07;0.125;3.958;0.875
DRG_VRS_2018;DRG;106103;0.11;0.1;0.0884;0.16;0.07;0;0.68;0.1;4.052;0.9
DRG_VRS_2018;DRG;107100;0.53;0.64;0.4641;0.36;0.34;0;1.19;0.019;1.406;0.291
DRG_VRS_2018;DRG;107101;0.18;0.18;0.135;0.24;0.21;0;0.75;0.056;2.906;0.944
DRG_VRS_2018;DRG;107102;0.15;0.11;0.09;0.08;0.12;0.02;0.75;0.091;4.502;0.909
DRG_VRS_2018;DRG;108100;0.15;0.11;0.1738;0.14;0.21;0;0.79;0.091;2.667;0.909
DRG_VRS_2018;DRG;108101;0.12;0.09;0.117;0.11;0.22;0;0.78;0.111;2.445;0.889
DRG_VRS_2018;DRG;109100;0.56;0.51;0.4648;0.96;1;0;0.83;1;1;0
DRG_VRS_2018;DRG;109101;0.28;0.16;0.1545;0.12;0.13;0;1.03;0.063;3.403;0.937
DRG_VRS_2018;DRG;110100;0.56;0.7;0.4998;0.89;0.42;0;1.02;0.917;1.022;0.017
DRG_VRS_2018;DRG;110120;0.37;0.44;0.264;0.3;0.32;0;0.8;0.027;2.065;0.71
DRG_VRS_2018;DRG;110150;0.12;0.07;0.0693;0.12;0.11;0.01;0.63;0.143;4.691;0.857
DRG_VRS_2018;DRG;111100;0.62;0.86;0.5016;0.63;0.35;0.1;0.88;0.215;1.275;0.204
DRG_VRS_2018;DRG;111101;0.49;0.43;0.3128;0.48;0.24;0.07;0.92;0.023;1.669;0.475
DRG_VRS_2018;DRG;111195;0.39;0.35;0.1703;0.21;0.16;0.08;1.31;0.029;3.26;0.899
DRG_VRS_2018;DRG;112100;0.39;0.8;0.2142;0.43;0.37;0;1.19;0.026;1.959;0.59
DRG_VRS_2018;DRG;112101;0.22;0.16;0.219;0;0.16;0;0.73;0.063;2.401;0.937
DRG_VRS_2018;DRG;112102;0.25;0.33;0.1862;0.19;0.16;0;1.33;0.04;2.985;0.96
DRG_VRS_2018;DRG;112103;0.11;0.29;0.1218;0.11;0.02;0;1.74;0.091;4.167;0.909
DRG_VRS_2018;DRG;112104;0.1;0.13;0.0668;0.05;0.05;0;1.67;0.1;7.545;0.9
